Query,Results,Title,Type,CreateDate
Contemporary Issues in Okinawa looking back the History,288,Historical Analogy and Demonization of Others: Memories of 1930s Japanese Militarism and Its Contemporary Implications,book_chapter,2017
Contemporary Issues in Okinawa looking back the History,288,When the bough breaks : parental perceptions of ethical decision-making in NICU,pbook,2002
Contemporary Issues in Okinawa looking back the History,288,Art & place : essays on art from a Hong Kong perspective,pbook,1996
Contemporary Issues in Okinawa looking back the History,288,Issues in Using Film to Teach History,book_chapter,2018
Contemporary Issues in Okinawa looking back the History,288,A State for Trade Purposes,book_chapter,2018
Contemporary Issues in Okinawa looking back the History,288,Editor’s Introduction,book_chapter,2018
Contemporary Issues in Okinawa looking back the History,288,Cultural Transformations: Perspectives on Translocation in a Global Age,book,2010
Contemporary Issues in Okinawa looking back the History,288,Preface to the English-Language Edition,book_chapter,2018
Contemporary Issues in Okinawa looking back the History,288,Denuclearized Reversion: The Prime Minister’s Decision,book_chapter,2018
Contemporary Issues in Okinawa looking back the History,288,"Arts, entertainment and leisure",book_chapter,2012
Contemporary Issues in Okinawa looking back the History,288,Virtual Colonialism: Japan’s Others in SoulCalibur,book_chapter,2016
Contemporary Issues in Okinawa looking back the History,288,Chapter One. Contextualising Identity In Contemporary Japanese Film,book_chapter,2008
Contemporary Issues in Okinawa looking back the History,288,Elusive Traces of Hong Gildong in History,book_chapter,2018
Contemporary Issues in Okinawa looking back the History,288,"Unbecomings in East Asian Women’s Cinema: Naomi Kawase, Yim Soon-rye, and Li Yu",book_chapter,2018
Contemporary Issues in Okinawa looking back the History,288,Affective Politics of the Unending Korean War: Remembering and Resistance,book_chapter,2019
Contemporary Issues in Okinawa looking back the History,288,Introduction,book_chapter,2017
Contemporary Issues in Okinawa looking back the History,288,Ending the Pacific War: The New History,book_chapter,2012
Contemporary Issues in Okinawa looking back the History,288,From Localized Marxism to Americanized Sophistication and Beyond: Studies of Black History in Postwar Japan,book_chapter,2019
Contemporary Issues in Okinawa looking back the History,288,Darkness visible in Sakiyama Tami’s island stories,book_chapter,2008
Contemporary Issues in Okinawa looking back the History,288,Okinawan Dream Show,book_chapter,2019
Contemporary Issues in Okinawa looking back the History,288,Subaltern identity in Taisho- Japan,book_chapter,2008
Contemporary Issues in Okinawa looking back the History,288,"Chapter XI. Politics And Economics In The Resolution/Non-Resolution Of The East China Sea/Diaoyu Islands And Northern Territories Issues: Feats, Failures, And Futures",book_chapter,2011
Contemporary Issues in Okinawa looking back the History,288,Visual cultures of memory in modern Japan: the historical uses of Japanese art collections,book_chapter,2013
Contemporary Issues in Okinawa looking back the History,288,8. Performing Identity In Yaeyama: The Case Of The Sash,book_chapter,2008
Contemporary Issues in Okinawa looking back the History,288,"Race, ethnicity, and minorities in modern Japan",book_chapter,2011
Contemporary Issues in Okinawa looking back the History,288,American Studies as Transnational Practice: Turning toward the Transpacific,book,2015
Contemporary Issues in Okinawa looking back the History,288,Aggressive Nationalism: The Legacy of Japanese Imperialism,book_chapter,2017
Contemporary Issues in Okinawa looking back the History,288,China–Japan Relations,book_chapter,2018
Contemporary Issues in Okinawa looking back the History,288,The politics of national security,book_chapter,2011
Contemporary Issues in Okinawa looking back the History,288,Becoming Japanese: Imperial Expansion and Identity Crises in the Early Twentieth Century,book_chapter,2017
Contemporary Issues in Okinawa looking back the History,288,"South Korea, 1994–Present",book_chapter,2018
Contemporary Issues in Okinawa looking back the History,288,"Over There: Honolulu, June 26, 1945 Back to Bataan",book_chapter,2020
Contemporary Issues in Okinawa looking back the History,288,"Embattled Memories, Ersatz Histories",book_chapter,2019
Contemporary Issues in Okinawa looking back the History,288,The Occupation of Japan: A History of its Histories,book_chapter,2012
Contemporary Issues in Okinawa looking back the History,288,Epilogue: Toward a History of the Present,book_chapter,2020
Contemporary Issues in Okinawa looking back the History,288,History and Its Alternatives: War Games as Social Form,book_chapter,2016
The Global Effect of Black Tuesday,951,In the wake of 9/11: the psychology of terror,book,2002
The Global Effect of Black Tuesday,951,Front page economics,book,2010
The Global Effect of Black Tuesday,951,Black Box Casino: How Wall Street's Risky Shadow Banking Crashed Global Finance,book,2011
The Global Effect of Black Tuesday,951,"Authentic New Orleans: Tourism, Culture, and Race in the Big Easy",book,2007
The Global Effect of Black Tuesday,951,Protecting the planet; environmental champions from conservation to climate change,book,2016
The Global Effect of Black Tuesday,951,"Global Faulkner: Faulkner and Yoknapatawpha, 2006",book,2009
The Global Effect of Black Tuesday,951,"Investing in the modern age (World scientific series in finance, vol.6)",book,2013
The Global Effect of Black Tuesday,951,Organized Crime and Illicit Trade: How to Respond to This Strategic Challenge in Old and New Domains,book,2018
The Global Effect of Black Tuesday,951,"Black and White Swans: Pandemics, Prognostications, and Preparedness",book_chapter,2020
The Global Effect of Black Tuesday,951,Roots and the Perils of African American Television Drama in a Global World,book_chapter,2020
The Global Effect of Black Tuesday,951,Paving the empire road: BBC television and Black Britons,book,2013
The Global Effect of Black Tuesday,951,Why stock markets crash: critical events in complex financial systems,book,2017
The Global Effect of Black Tuesday,951,Financial Alchemy in Crisis: The Great Liquidity Illusion,book,2015
The Global Effect of Black Tuesday,951,Women's Global Health and Human Rights,book,2009
The Global Effect of Black Tuesday,951,Saturday Night Live and Philosophy: Deep Thoughts Through the Decades,book,2020
The Global Effect of Black Tuesday,951,The Federal Reserve and the financial crisis,book,2013
The Global Effect of Black Tuesday,951,Global Crisis and Government Intervention: Economic Crisis,book_chapter,2015
The Global Effect of Black Tuesday,951,Community Formation in Global Cities,book_chapter,2021
The Global Effect of Black Tuesday,951,Why Black Voters Chose Biden,book_chapter,2021
The Global Effect of Black Tuesday,951,Global Writing,book_chapter,2017
The Global Effect of Black Tuesday,951,Black Lives Matter: A Context for Teaching Mathematics for Social Justice,book_chapter,2019
The Global Effect of Black Tuesday,951,Black Sheep by Day,book_chapter,2018
The Global Effect of Black Tuesday,951,The Global Economy and Financial Markets 10??Years After the Global Financial Crisis,book_chapter,2019
The Global Effect of Black Tuesday,951,The Sonic Color Line: Race and the Cultural Politics of Listening,book,2016
The Global Effect of Black Tuesday,951,"Heart of Violence: Global Racism, War, and Genocide",book_chapter,2018
The Global Effect of Black Tuesday,951,"Mysterious Moves of Revolution: Specters of Black Power, Futures of Postcoloniality",book_chapter,2020
The Global Effect of Black Tuesday,951,Synchrony and Territory: Spatiotemporal Elements of Global Unity,book_chapter,2020
The Global Effect of Black Tuesday,951,What and Where Are We Tweeting About Black Friday?,book_chapter,2020
The Global Effect of Black Tuesday,951,"Coloring the Global: Race, Colonialism and Internationalism",book_chapter,2018
The Global Effect of Black Tuesday,951,Responsiveness and Re-imagining the Future with Occupy and Black Lives Matter,book_chapter,2017
The Global Effect of Black Tuesday,951,Global AIDS and the Politics of Knowledge,book_chapter,2016
The Global Effect of Black Tuesday,951,Harold Washington: Black Power and the Resilience of Liberalism,book_chapter,2019
The Global Effect of Black Tuesday,951,Asset Price Density Forecasting for the Financial Sector: An Investigation of the Liquidity Effect of Volatility Forecasting,book_chapter,2014
The Global Effect of Black Tuesday,951,Petty Business,book,2017
The Global Effect of Black Tuesday,951,On Distance and Disconnection: Entering a Moral Black Hole,book_chapter,2017
The Global Effect of Black Tuesday,951,A Global Crime and World Hunger,book_chapter,2015
The Global Effect of Black Tuesday,951,Guerrilla Ganja Gun Girls: Policing Black Revolutionaries from Notting Hill to Laventille,book_chapter,2015
The Global Effect of Black Tuesday,951,"Introduction: Race, Religion, and the Contest over Black-Jewish Difference in Crown Heights",book_chapter,2019
The Global Effect of Black Tuesday,951,To Square the Particular with the Global: The Aga Khan Academy Mombasa,book_chapter,2018
The Global Effect of Black Tuesday,951,Crossing the Date Line: Global Mapping and Temporal Allochrony,book_chapter,2016
The Global Effect of Black Tuesday,951,Islamophobia and the Global Novel: “Worlding” History in Nadeem Aslam and Kamila Shamsie,book_chapter,2018
The Global Effect of Black Tuesday,951,Nimrod: Selected Writings,book,2018
The Global Effect of Black Tuesday,951,The Challenges of Global Warming Research,book_chapter,2014
The Global Effect of Black Tuesday,951,Metaphors of the Pandemic: Fire and Force of Nature,book_chapter,2021
The Global Effect of Black Tuesday,951,Syntactic Variation in English: A Global Perspective,book_chapter,2006
The Global Effect of Black Tuesday,951,In the Gallery of Global Trends,book_chapter,2010
The Global Effect of Black Tuesday,951,How the Oscar Flub Demonstrates the Limits of Black Graciousness and How Oprah Got Her Acting Groove Back and Maria Sharapova’s Rivalry With Serena Williams Is in Her Head,book_chapter,2018
The Global Effect of Black Tuesday,951,"Campaigning for Obama and the politics of race: The case of California, Texas, and beyond",book_chapter,2010
The Global Effect of Black Tuesday,951,Remedies for the Perils of Mass Society,book_chapter,2018
The Global Effect of Black Tuesday,951,Black Fly Rearing and Use in Laboratory Bioassays,book_chapter,2014
Economy Over Morals: Britain’s War for Drugs,2673,Violent Night: Urban Leisure and Contemporary Culture,book,2006
Economy Over Morals: Britain’s War for Drugs,2673,Songbooks: The Literature of American Popular Music,book,2021
Economy Over Morals: Britain’s War for Drugs,2673,The Corporation That Changed the World : How the East India Company Shaped the Modern Multinational (Edition 2),book,2012
Economy Over Morals: Britain’s War for Drugs,2673,"“Vulgar Nincompoops” and “Sawdust Caesars”: Generations, Adolescence, and the Historicity of Youth Culture in Post-war Debates",book_chapter,2021
Economy Over Morals: Britain’s War for Drugs,2673,Artificial Intelligence: A National Strategic Initiative,book,2020
Economy Over Morals: Britain’s War for Drugs,2673,It's legal but it ain't right: harmful social consequences of legal industries,book,2010
Economy Over Morals: Britain’s War for Drugs,2673,The Creation and Use of Public Space,book_chapter,2021
Economy Over Morals: Britain’s War for Drugs,2673,Film and Video Censorship in Modern Britain,book,2011
Economy Over Morals: Britain’s War for Drugs,2673,A Moral Panic: The ‘War on Knife Crime’,book_chapter,2021
Economy Over Morals: Britain’s War for Drugs,2673,"Power over peoples : technology, environments, and Western imperialism, 1400 to the present",book,2010
Economy Over Morals: Britain’s War for Drugs,2673,Predators and parasites: persistent agents of transnational harm and great power authority.,book,2009
Economy Over Morals: Britain’s War for Drugs,2673,CONSUMING THE CARIBBEAN: FROM ARAWAKS TO ZOMBIES,book,2003
Economy Over Morals: Britain’s War for Drugs,2673,E. P. Thompson and Moral Economies,book_chapter,2012
Economy Over Morals: Britain’s War for Drugs,2673,"Crass Struggle: Greed, Glitz, and Gluttony in a Wanna-Have World",book,2011
Economy Over Morals: Britain’s War for Drugs,2673,Humanitarian reason : a moral history of the present times,book,2012
Economy Over Morals: Britain’s War for Drugs,2673,Moral Economies and Child Labour in Artisanal Gold Mining in Ghana,book_chapter,2018
Economy Over Morals: Britain’s War for Drugs,2673,"‘Consistent Doctrine,’ ‘The Morals of the Market,’ and the ‘Filthy Load of Pinks’",book_chapter,2018
Economy Over Morals: Britain’s War for Drugs,2673,"Care in the Cage: Materializing Moral Economies of Animal Care in the Biomedical Sciences, c. 1945",book_chapter,2016
Economy Over Morals: Britain’s War for Drugs,2673,The Assumption of Harmlessness,book_chapter,2021
Economy Over Morals: Britain’s War for Drugs,2673,"Guilt, Responsibility and Trauma: Restoring the Moral Self-Image in Postwar Slovakia",book_chapter,2021
Economy Over Morals: Britain’s War for Drugs,2673,Britain and World War I,book_chapter,2013
Economy Over Morals: Britain’s War for Drugs,2673,"The Drugs of War: Germany, Japan, and the Morphine Threat",book_chapter,2018
Economy Over Morals: Britain’s War for Drugs,2673,Ethics and the professional identity of a general practitioner in twenty-first century Britain,book_chapter,2018
Economy Over Morals: Britain’s War for Drugs,2673,Britain’s Last Defense: The Anti-Opium Cause on Trial,book_chapter,2018
Economy Over Morals: Britain’s War for Drugs,2673,Handbook Global History of Work,book,2017
Economy Over Morals: Britain’s War for Drugs,2673,Postwar Britain: Subcultural Transitions and Transmissions,book_chapter,2018
Economy Over Morals: Britain’s War for Drugs,2673,"Definitions of War, Torture, and Terrorism in the Middle East",book_chapter,2012
Economy Over Morals: Britain’s War for Drugs,2673,Kicking??? Away the Gold Coins: ??tsuka Hisao’s Reading of Robinson Crusoe and the “Human Archetype” of Post-war Japan,book_chapter,2021
Economy Over Morals: Britain’s War for Drugs,2673,THE BOTTOM BILLION: WHY THE POOREST COUNTRIES ARE FAILING AND WHAT CAN BE DONE ABOUT IT,book,2008
Economy Over Morals: Britain’s War for Drugs,2673,Glamour in Six Dimensions: Modernism and the Radiance of Form,book,2018
Economy Over Morals: Britain’s War for Drugs,2673,"DRUGS, EMPIRE, AND U.S. FOREIGN POLICY",book_chapter,2020
Economy Over Morals: Britain’s War for Drugs,2673,The Chemical Cold War: Drugs and Policing in the New World Order,book_chapter,2019
Economy Over Morals: Britain’s War for Drugs,2673,Moral Panic in Postwar Japan,book_chapter,2019
Economy Over Morals: Britain’s War for Drugs,2673,Introduction,book_chapter,2021
Economy Over Morals: Britain’s War for Drugs,2673,Moral Crusade in Meiji Japan,book_chapter,2019
Economy Over Morals: Britain’s War for Drugs,2673,"Political Economy of Sino-American Relations, The: A Greater China Perspective",book,1997
Economy Over Morals: Britain’s War for Drugs,2673,Introduction: Toward a Critical Moral Anthropology,book_chapter,2012
Economy Over Morals: Britain’s War for Drugs,2673,EXPLORATIONS IN THE SOCIOLOGY OF LANGUAGE AND RELIGION,book,2006
Economy Over Morals: Britain’s War for Drugs,2673,Campaigns and Moral Panics,book_chapter,2018
Economy Over Morals: Britain’s War for Drugs,2673,Introduction,book_chapter,2016
Economy Over Morals: Britain’s War for Drugs,2673,Censure: Moral and Sociological,book_chapter,2017
Economy Over Morals: Britain’s War for Drugs,2673,"Population, Mobility and Moral Regulation",book_chapter,2020
Economy Over Morals: Britain’s War for Drugs,2673,Boundary Transgressions and Moral Uncertainty,book_chapter,2019
Economy Over Morals: Britain’s War for Drugs,2673,A companion to the British and Irish novel 1945–2000,book,2008
Economy Over Morals: Britain’s War for Drugs,2673,Peacetime war discourse: the political economy of bellicose metaphors,book_chapter,2010
Economy Over Morals: Britain’s War for Drugs,2673,The “Gay Plague” Revisited: AIDS and Its Enduring Moral Panic,book_chapter,2020
Economy Over Morals: Britain’s War for Drugs,2673,Dilemmas Of International Trade: Second Edition,book,2018
Economy Over Morals: Britain’s War for Drugs,2673,"The Chinese as they are : their moral, social, and literary character : a new analysis of the language : with succinct views of their principal arts and sciences",book,1841
Economy Over Morals: Britain’s War for Drugs,2673,U.S. history for dummies,pbook,2014
The Cost of Revolution: How the Cultural Revolution Divided China,5924,Chinese Fiction of the Cultural Revolution,book,1998
The Cost of Revolution: How the Cultural Revolution Divided China,5924,Redefining Capitalism in Global Economic Development,book,2017
The Cost of Revolution: How the Cultural Revolution Divided China,5924,Family Revolution: Marital Strife in Contemporary Chinese Literature and Visual Culture,book,2014
The Cost of Revolution: How the Cultural Revolution Divided China,5924,A History of Mechanical Engineering,book,2020
The Cost of Revolution: How the Cultural Revolution Divided China,5924,"1900 to 2001: Chaos, Cultural Revolution and China’s Economic Rise",book_chapter,2020
The Cost of Revolution: How the Cultural Revolution Divided China,5924,Business Practice and the Cultural Revolution,book_chapter,2018
The Cost of Revolution: How the Cultural Revolution Divided China,5924,Why Lost Cultural Relics Matter in China,book_chapter,2016
The Cost of Revolution: How the Cultural Revolution Divided China,5924,The Cultural Revolution in West Germany,book_chapter,2020
The Cost of Revolution: How the Cultural Revolution Divided China,5924,Residence through Revolution and Reform,book_chapter,2011
The Cost of Revolution: How the Cultural Revolution Divided China,5924,Censorship and the Cinematic Politics of the Chinese Cultural Revolution in the Cold War,book_chapter,2018
The Cost of Revolution: How the Cultural Revolution Divided China,5924,The Global Course of the Information Revolution: Recurring Themes and Regional Variations,book,2003
The Cost of Revolution: How the Cultural Revolution Divided China,5924,"Revolution, Reform and Regionalism in Southeast Asia: Cambodia, Laos and Vietnam",book,2006
The Cost of Revolution: How the Cultural Revolution Divided China,5924,"Widening and Deepening the Relationship with China Before the Reforms, 1973–77",book_chapter,2016
The Cost of Revolution: How the Cultural Revolution Divided China,5924,Meritocracy and Cultural Capital,book_chapter,2016
The Cost of Revolution: How the Cultural Revolution Divided China,5924,"Vietnamese Revolution, The",book_chapter,2015
The Cost of Revolution: How the Cultural Revolution Divided China,5924,Industry 4.0—The Fourth Industrial Revolution,book_chapter,2021
The Cost of Revolution: How the Cultural Revolution Divided China,5924,The Construction of China’s State System,book_chapter,2017
The Cost of Revolution: How the Cultural Revolution Divided China,5924,Anthropology of Metallurgical Design: A Survey of Metallurgical Traditions from Hominin Evolution to the Industrial Revolution,book_chapter,2018
The Cost of Revolution: How the Cultural Revolution Divided China,5924,Children’s Television in China: From Education to Commercial Entertainment,book_chapter,2012
The Cost of Revolution: How the Cultural Revolution Divided China,5924,Education and Social Harmony During China’s Great Transformation,book_chapter,2016
The Cost of Revolution: How the Cultural Revolution Divided China,5924,"The Socio-ecological River: Socio-economic, Cultural and Environmental Relations to River Systems",book_chapter,2019
The Cost of Revolution: How the Cultural Revolution Divided China,5924,Rationality and the Green Revolution,book_chapter,2014
The Cost of Revolution: How the Cultural Revolution Divided China,5924,2 Alternative Remembrances of the Cultural Revolution in Spider Eaters and Six Chapters of Life at a Cadre School,book_chapter,2016
The Cost of Revolution: How the Cultural Revolution Divided China,5924,Manchurian Railways and the Opening of China: An International History: An International History,book,2010
The Cost of Revolution: How the Cultural Revolution Divided China,5924,"Revolutions, History of",book_chapter,2015
The Cost of Revolution: How the Cultural Revolution Divided China,5924,A Brief History of China,book_chapter,2016
The Cost of Revolution: How the Cultural Revolution Divided China,5924,Technological Revolution and Narratives of Working- Class Subjectivity,book_chapter,2020
The Cost of Revolution: How the Cultural Revolution Divided China,5924,"Dutch Atlantic Connections, 1680-1800: Linking Empires, Bridging Borders",book,2014
The Cost of Revolution: How the Cultural Revolution Divided China,5924,Brief History of Western Modernization,book_chapter,2017
The Cost of Revolution: How the Cultural Revolution Divided China,5924,Revolutions,book_chapter,2008
The Cost of Revolution: How the Cultural Revolution Divided China,5924,The Compact City Paradigm and its Centrality in Sustainable Urbanism in the Era of Big Data Revolution: A Comprehensive State-of-the-Art Literature Review,book_chapter,2020
The Cost of Revolution: How the Cultural Revolution Divided China,5924,Destalinization: Hungary’s Revolution,book_chapter,2020
The Cost of Revolution: How the Cultural Revolution Divided China,5924,The Eco–city Paradigm of Sustainable Urbanism in the Era of Big Data Revolution: A Comprehensive State–of–the–Art Literature Review,book_chapter,2020
The Cost of Revolution: How the Cultural Revolution Divided China,5924,The Contemporary Expansion of Tourism as Third “Tourism Revolution”?,book_chapter,2021
The Cost of Revolution: How the Cultural Revolution Divided China,5924,Chinese Higher Education Model in Change: Negotiation with Western Power,book_chapter,2016
The Cost of Revolution: How the Cultural Revolution Divided China,5924,China: Advantages and Risks of the Entrepreneurial State,book_chapter,2019
The Cost of Revolution: How the Cultural Revolution Divided China,5924,The Agroecological Revolution,book_chapter,2021
The Cost of Revolution: How the Cultural Revolution Divided China,5924,Revolution: Four Paradigmatic Views,book_chapter,2020
The Cost of Revolution: How the Cultural Revolution Divided China,5924,Zhao Wei and Her Debut Film So Young: Nostalgia for the Innocent Adolescent,book_chapter,2017
The Cost of Revolution: How the Cultural Revolution Divided China,5924,Theorizing Constitutional Revolution,book_chapter,2020
The Cost of Revolution: How the Cultural Revolution Divided China,5924,Industrial revolutions,book_chapter,2019
The Cost of Revolution: How the Cultural Revolution Divided China,5924,Revolution,book_chapter,2009
The Cost of Revolution: How the Cultural Revolution Divided China,5924,Collective Individualism and Revolution: Reading Tocqueville in Beijing,book_chapter,2020
The Cost of Revolution: How the Cultural Revolution Divided China,5924,Doing Business Successfully in China,book,2011
The Cost of Revolution: How the Cultural Revolution Divided China,5924,Mobility and Cultural Authority in Contemporary China,book,2010
The Cost of Revolution: How the Cultural Revolution Divided China,5924,The Container Revolution,book_chapter,2020
The Cost of Revolution: How the Cultural Revolution Divided China,5924,The Sounds of Revolution?,book_chapter,2019
The Cost of Revolution: How the Cultural Revolution Divided China,5924,A Trump Revolution?,book_chapter,2019
The Cost of Revolution: How the Cultural Revolution Divided China,5924,The Light and Shadow of the Fourth Industrial Revolution,book_chapter,2019
The Cost of Revolution: How the Cultural Revolution Divided China,5924,Food and Environment in Early and Medieval China,book,2014
Nuclear Power and Changing Perspectives,18902,Resurgence of Nuclear Power: Challenges and Opportunities for Asia,book,2017
Nuclear Power and Changing Perspectives,18902,The Superpowers in a multinuclear world.,pbook,1974
Nuclear Power and Changing Perspectives,18902,Soviet Foreign Policy in a Changing World,book,2021
Nuclear Power and Changing Perspectives,18902,Industrial ecology and global change,pbook,1994
Nuclear Power and Changing Perspectives,18902,Industrial ecology and global change,pbook,1997
Nuclear Power and Changing Perspectives,18902,Nuclear debates in Asia : the role of geopolitics and domestic processes,book,2016
Nuclear Power and Changing Perspectives,18902,American defense policy,pbook,2005
Nuclear Power and Changing Perspectives,18902,Cross-national family research,pbook,1972
Nuclear Power and Changing Perspectives,18902,The Changing strategic landscape.,pbook,1989
Nuclear Power and Changing Perspectives,18902,A History of our time : readings on postwar America,pbook,1987
Nuclear Power and Changing Perspectives,18902,"Climate change and energy policy : proceedings of the International Conference on Global Climate Change, Its Mitigation Through Improved Production and Use of Energy, Los Alamos National Laboratory, October 21-24, 1991, Los Alamos, New Mexico, USA",pbook,1992
Nuclear Power and Changing Perspectives,18902,Financial Aspects in Energy: A European Perspective,book,2011
Nuclear Power and Changing Perspectives,18902,"Substance abuse intervention, prevention, rehabilitation, and systems change strategies : helping individuals, families, and groups to empower themselves",pbook,2001
Nuclear Power and Changing Perspectives,18902,Families in East and West : socialization process and kinship ties,pbook,1970
Nuclear Power and Changing Perspectives,18902,"Global energy : issues, potentials, and policy implications",pbook,2015
Nuclear Power and Changing Perspectives,18902,Dissidence : essays against the mainstream,pbook,1992
Nuclear Power and Changing Perspectives,18902,Emergent Brazil: Key Perspectives on a New Global Power,book,2015
Nuclear Power and Changing Perspectives,18902,History of Human Genetics: Aspects of Its Development and Global Perspectives,book,2017
Nuclear Power and Changing Perspectives,18902,"Encyclopedia of science, technology, and ethics",book,2004
Nuclear Power and Changing Perspectives,18902,"Encyclopedia of science, technology, and ethics",pbook,2005
Nuclear Power and Changing Perspectives,18902,Perspectives on South Asian security,book,2013
Nuclear Power and Changing Perspectives,18902,Energy Security and Development: The Global Context and Indian Perspectives,book,2015
Nuclear Power and Changing Perspectives,18902,"Nuclear Weapons in the Changing World: Perspectives from Europe, Asia, and North America",book,1992
Nuclear Power and Changing Perspectives,18902,Peace in the post-Christian era,pbook,2004
Nuclear Power and Changing Perspectives,18902,China's Rise and Changing Order in East Asia,book,2017
Nuclear Power and Changing Perspectives,18902,Emergent Brazil : Key Perspectives on a New Global Power.,book,2015
Nuclear Power and Changing Perspectives,18902,The Politics of Nuclear Energy in Western Europe,book,2017
Nuclear Power and Changing Perspectives,18902,Power in the 21st Century: International Security and International Political Economy in a Changing World,book,2012
Nuclear Power and Changing Perspectives,18902,Electric power generation: the changing dimensions,book,2011
Nuclear Power and Changing Perspectives,18902,South Asia in 2020 : future strategic balances and alliances,book,2002
Nuclear Power and Changing Perspectives,18902,Emergent Brazil : key perspectives on a new global power,book,2015
Nuclear Power and Changing Perspectives,18902,The Palgrave Handbook of Managing Fossil Fuels and Energy Transitions,book,2019
Nuclear Power and Changing Perspectives,18902,A Military History of India since 1972: Full Spectrum Operations and the Changing Contours of Modern Conflict,book,2021
Nuclear Power and Changing Perspectives,18902,Global order : values and power in international politics,pbook,1994
Nuclear Power and Changing Perspectives,18902,Building a new global order : emerging trends in international security,pbook,1993
Nuclear Power and Changing Perspectives,18902,Chasing the sun : rethinking East Asian policy,pbook,2006
Nuclear Power and Changing Perspectives,18902,Search for the Ultimate Energy Source: A History of the U.S. Fusion Energy Program,book,2013
Nuclear Power and Changing Perspectives,18902,"Canadian Nuclear Energy Policy: Changing Ideas, Institutions, and Interests",book,2001
Nuclear Power and Changing Perspectives,18902,The waning of major war : theories and debates,book,2006
Nuclear Power and Changing Perspectives,18902,Families Across Cultures : A 30-Nation Psychological Study.,book,2006
Nuclear Power and Changing Perspectives,18902,The molecular biology of chloroplasts and mitochondria in Chlamydomonas,pbook,1998
Nuclear Power and Changing Perspectives,18902,Palestine and the Arab-Israeli conflict,pbook,2013
Nuclear Power and Changing Perspectives,18902,"The United States Constitution : roots, rights, and responsibilities",pbook,1992
Nuclear Power and Changing Perspectives,18902,Macropolitics; international relations in a global society,pbook,1974
Nuclear Power and Changing Perspectives,18902,U.S.-Turkey relations : a new partnership,pbook,2012
Nuclear Power and Changing Perspectives,18902,Beyond the urban fringe : land use issues of non metropolitan America,pbook,1983
Nuclear Power and Changing Perspectives,18902,Genes V,pbook,1994
Nuclear Power and Changing Perspectives,18902,Handbook of Environmental Sociology.,book,2021
Nuclear Power and Changing Perspectives,18902,The strategy of world order,pbook,1966
Nuclear Power and Changing Perspectives,18902,Plate tectonics and great earthquakes; 50 years of Earth-shaking events,book,2019
Thought and the Greater Coalition: Drama and Democracy,875,Pocketbook politics : economic citizenship in twentieth-century America,book,2007
Thought and the Greater Coalition: Drama and Democracy,875,Staging Social Justice: Collaborating to Create Activist Theatre,book,2013
Thought and the Greater Coalition: Drama and Democracy,875,"Newcomers, outsiders, and insiders: immigrants and American racial politics in the early twenty-first century.",book,2009
