paper_number,paper_title,bib_citation,source_title,searchit_yes_no,searchit_format
109,The Issues regarding Human and Children Sex Trafficking in the United States,"Quirk, Joel. The Anti-Slavery Project : From the Slave Trade to Human Trafficking. Philadelphia: University of Pennsylvania Press, 2011. https://searchit.libraries.wsu.edu/permalink/f/1j6uprt/CP71186893260001451",The Anti-Slavery Project : From the Slave Trade to Human Trafficking,Yes,Ebook
111,The Ethnic Cleansing of the Spanish Moriscos,"Cook, Karoline P. Forbidden Passages: Muslims and Moriscos in Colonial Spanish America. Philadelphia: University of Pennsylvania Press, 2016. https://ntserver1.wsulibs.wsu.edu:2171/lib/wsu/reader.action?docID=4540269.",Forbidden Passages: Muslims and Moriscos in Colonial Spanish America,Yes,Ebook
111,The Ethnic Cleansing of the Spanish Moriscos,"Lea, Henry C. The Moriscos of Spain: Their Conversion and Expulsion. 1901.",The Moriscos of Spain: Their Conversion and Expulsion,Yes,Print Book
111,The Ethnic Cleansing of the Spanish Moriscos,"Dennis, Brad. ""Armenians and the Cleansing of Muslims 1878–1915: Influences from the Balkans."" Journal of Muslim Minority Affairs 39, no. 3 (2019), 411-431. doi:10.1080/13602004.2019.1654186.",Armenians and the Cleansing of Muslims 1878–1915: Influences from the Balkans,Yes,Article
111,The Ethnic Cleansing of the Spanish Moriscos,"Despot, Igor. ""The Balkan Wars: An Expected Opportunity for Ethnic Cleansing."" Journal of Muslim Minority Affairs 39, no. 3 (2019), 343-355. doi:10.1080/13602004.2019.1652410.",The Balkan Wars: An Expected Opportunity for Ethnic Cleansing,Yes,Article
115,Colonial Medicine: India and the Philippines,"Anderson, Warwick. Colonial pathologies: American tropical medicine, race, and hygiene in the Philippines. Durham: Duke University Press, 2006. https://searchit.libraries.wsu. edu/ permalink/f/1j6uprt/CP71178668550001451","Colonial pathologies: American tropical medicine, race, and hygiene in the Philippines",Yes,Ebook
115,Colonial Medicine: India and the Philippines,"Bhattacharya, Nandini. Contagion and Enclaves. Contagion and Enclaves Vol. 10. Liverpool: Liverpool University Press, 2012. https://searchit.libraries.wsu.edu/permalink/f/1jnr 272/TN_ cdi_askewsholts_vlebooks_9781846317835",Contagion and Enclaves,Yes,Ebook
115,Colonial Medicine: India and the Philippines,"Goodman, Sam. “Unpalatable Truths: Food and Drink as Medicine in Colonial British India.” Journal of the History of Medicine and Allied Sciences 73, no. 2 (2018): 205–22. https://doi.org/ 10.1093/jhmas/jry011.",Unpalatable Truths: Food and Drink as Medicine in Colonial British India,Yes,Article
115,Colonial Medicine: India and the Philippines,"Kiple, Kenneth. “Agents of Apocalypse.” Ethnohistory 43, no. 4 (1996): 733–35. https://www.jstor.org/stable/483257",Agents of Apocalypse,Yes,Review
117,The Historical Roots of Humans in their Environment relating to Human Trafficking in the United States,"Chisholm-Straker, Makini, and Stoklosa, Hanni. Human Trafficking Is a Public Health Issue : a Paradigm Expansion in the United States. Cham, Switzerland: Springer, 2017.",Human Trafficking Is a Public Health Issue : a Paradigm Expansion in the United States,Yes,Print Book
117,The Historical Roots of Humans in their Environment relating to Human Trafficking in the United States,"United States. 2010. In our own backyard: child prostitution and sex trafficking in the United States : hearing before the Subcommittee on Human Rights and the Law of the Committee on the Judiciary, United States Senate, One Hundred Eleventh Congress, second session, February 24, 2010. Washington: U.S. G.P.O.","In our own backyard: child prostitution and sex trafficking in the United States : hearing before the Subcommittee on Human Rights and the Law of the Committee on the Judiciary, United States Senate, One Hundred Eleventh Congress, second session, February 24, 2010",Yes,Ebook
117,The Historical Roots of Humans in their Environment relating to Human Trafficking in the United States,"United States. President's Interagency Task Force to Monitor Combat Trafficking in Persons, author. Federal Strategic Action Plan on Services for Victims of Human Trafficking in the United States. Washington, D.C.: Department of State. Bureau of Public Affairs, 2013.",President's Interagency Task Force to Monitor Combat Trafficking in Persons,Yes,Journal
117,The Historical Roots of Humans in their Environment relating to Human Trafficking in the United States,United States. 2009. Human trafficking into and within the United States: a review of the literature. https://purl.fdlp.gov/GPO/gpo93175.,Human trafficking into and within the United States: a review of the literature,Yes,Ebook
117,The Historical Roots of Humans in their Environment relating to Human Trafficking in the United States,"United States. 2012. The next ten years in the fight against human trafficking: attacking the problem with the right tools : hearing before the Committee on Foreign Relations, United States Senate, One Hundred Twelfth Congress, second session, July 17, 2012. Washington: U.S. G.P.O.","The next ten years in the fight against human trafficking: attacking the problem with the right tools : hearing before the Committee on Foreign Relations, United States Senate, One Hundred Twelfth Congress, second session, July 17, 2012",Yes,Ebook
117,The Historical Roots of Humans in their Environment relating to Human Trafficking in the United States,"Bell, Ernest A., Todd A. Herring Collection, and Cairns Collection of American Women Writers. Fighting the Traffic in Young Girls, or, War on the White Slave Trade : a Complete and Detailed Account of the Shameless Traffic in Young Girls [publisher not identified], 1910.","Fighting the Traffic in Young Girls, or, War on the White Slave Trade : a Complete and Detailed Account of the Shameless Traffic in Young Girls",Yes,Print Book
117,The Historical Roots of Humans in their Environment relating to Human Trafficking in the United States,US department of Health and Services. Human trafficking into and within the United States: a review of the Literature. PDF. https://aspe.hhs.gov/system/files/pdf/75891/index.pdf,Human trafficking into and within the United States: a review of the Literature,Yes,Ebook
119,Human Trafficking in the U.S. and Britain,"Ditmore, Melissa Hope. Prostitution and Sex Work. Prostitution and Sex Work. Westport: ABC-CLIO, LLC, 2010.",Prostitution and Sex Work,Yes,Ebook
119,Human Trafficking in the U.S. and Britain,"Quirk, Joel. The Anti-Slavery Project: From the Slave Trade to Human Trafficking. Philadelphia: University of Pennsylvania Press, 2011.",The Anti-Slavery Project: From the Slave Trade to Human Trafficking,Yes,Print Book
119,Human Trafficking in the U.S. and Britain,"Sparks, Randy J. “On the Frontlines of Slave Trade Abolition: British Consuls Combat State Capture in Cuba and Mozambique.” Atlantic Studies 17 (3) (2020): 327–347.",On the Frontlines of Slave Trade Abolition: British Consuls Combat State Capture in Cuba and Mozambique,Yes,Article
119,Human Trafficking in the U.S. and Britain,"Vance, Carole S. ""Innocence and Experience: Melodramatic Narratives of Sex Trafficking and Their Consequences for Law and Policy."" History of the Present 2, no. 2 (2012): 200-218.",Innocence and Experience: Melodramatic Narratives of Sex Trafficking and Their Consequences for Law and Policy,Yes,Article
127,Challenges of Birth Control in Canada Before 1980,"Bailey, Martha J. Fifty Years of Family Planning New Evidence on the Long-Run Effects of Increasing Access to Contraception. Cambridge, Massachusetts : National Bureau of Economic Research, 2013. ",Fifty Years of Family Planning New Evidence on the Long-Run Effects of Increasing Access to Contraception,Yes,Ebook
127,Challenges of Birth Control in Canada Before 1980,"Liao, Pamela Verma, and Janet Dollin. “Half a Century of the Oral Contraceptive Pill: Historical Review and View to the Future.” Canadian family physician Medecin de famille canadien. College of Family Physicians of Canada, December 2012. https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3520685/. ",Half a Century of the Oral Contraceptive Pill: Historical Review and View to the Future,Yes,Article
127,Challenges of Birth Control in Canada Before 1980,"Mitchinson, Wendy. “A Modern Issues Emerges: Birth Control.” Essay. In The Nature of Their Bodies: Women and Their Doctors in Victorian Canada, 125–51. Toronto: University of Toronto Press, 1991. ",A Modern Issues Emerges: Birth Control,Yes,Ebook Chapter
129,Tumultuous Times and Prostitution Politics,"Aderinto, Saheed. When Sex Threatened the State Illicit Sexuality, Nationalism, and Politics in Colonial Nigeria, 1900-1958. Urbana, Illinois: University of Illinois Press, 2015. https://searchit.libraries.wsu.edu/permalink/f/1j6uprt/CP71242309320001451","When Sex Threatened the State Illicit Sexuality, Nationalism, and Politics in Colonial Nigeria, 1900-1958",Yes,Ebook
129,Tumultuous Times and Prostitution Politics,"Boittin, Margaret L. ""New Perspectives from the Oldest Profession: Abuse and the Legal Consciousness of Sex Workers in China."" Law & Society Review 47, no. 2 (2013): 245-78. Accessed September 28, 2020. http://www.jstor.org/stable/43670327.",New Perspectives from the Oldest Profession: Abuse and the Legal Consciousness of Sex Workers in China,Yes,Article
129,Tumultuous Times and Prostitution Politics,"Kovner, Sarah. Occupying Power: Sex Workers and Servicemen in Postwar Japan. 1st ed. Palo Alto: Stanford University Press, 2012. https://searchit.libraries.wsu.edu/permalink/f/1jnr272/TN_cdi_proquest_ebookcentral_EBC815777",Occupying Power: Sex Workers and Servicemen in Postwar Japan,Yes,Ebook
129,Tumultuous Times and Prostitution Politics,"Mallick, Heather. ""Learning Europe's tricks; As Canada changes its prostitution law, we visit Berlin, Amsterdam and Stockholm to see how sex is sold in Europe"". The Toronto Star. May 31, 2014 Saturday. https://ntserver1.wsulibs.wsu.edu:2120/api/document?collection=news&id=urn:contentItem:5CSF-B3S1-DY91-K177-00000-00&context=1516831.","Learning Europe's tricks; As Canada changes its prostitution law, we visit Berlin, Amsterdam and Stockholm to see how sex is sold in Europe",Yes,Newspaper Article
129,Tumultuous Times and Prostitution Politics,"Oharazeki, Kazuhiro. “Anti-Prostitution Campaigns in Japan and the American West, 1890–1920.” Pacific Historical Review 82, no. 2 (2013): 175–214. https://doi.org/10.1525/phr.2013.82.2.175.","Anti-Prostitution Campaigns in Japan and the American West, 1890–1920",Yes,Article
133,Japan’s Miracle Path to Reconstruction And How it Can Save Lives,"Reynaud, Emmanuel G. “Scientists for a Better World,” February 2005. https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1299248/. ",Scientists for a Better World,Yes,Article
133,Japan’s Miracle Path to Reconstruction And How it Can Save Lives,"Targum, Steven D, and Junko Kitanaka. “Overwork Suicide in Japan: a National Crisis.” Innovations in clinical neuroscience. Matrix Medical Communications, February 2012. https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3312902/. ",Overwork Suicide in Japan: a National Crisis,Yes,Article
137,Agriculture Technology,"Janvry, A. De. “Annex: Agriculture for Development - Implications for Agro-Industries.” Agro-industries for development, n.d., 252–70. https://doi.org/10.1079/9781845935764.0252.",Annex: Agriculture for Development - Implications for Agro-Industries,Yes,Ebook Chapter
137,Agriculture Technology,"Khatri-Chhetri, Arun, Aggarwal, P.K, Joshi, P.K, and Vyas, S. “Farmers' Prioritization of Climate-Smart Agriculture (CSA) Technologies.” Agricultural Systems 151 (2017): 184–91. https://doi.org/10.1016/j.agsy.2016.10.005.",Farmers' Prioritization of Climate-Smart Agriculture (CSA) Technologies,Yes,Article
137,Agriculture Technology,"Salazar, Augusto, and Ismael Rios. Sustainable Agriculture: Technology, Planning and Management. New York, NY: Nova Science Publishers, 2010.","Sustainable Agriculture: Technology, Planning and Management",Yes,Ebook
139,Taiwan sovereignty issue,"Andrew Q. Greve & Jack S. Levy (2018) Power Transitions, Status Dissatisfaction, and War: The Sino-Japanese War of 1894–1895, Security Studies, 27:1, 148-178, https://fas-polisci.rutgers.edu/levy/articles/GreveandLevy.pdf","Power Transitions, Status Dissatisfaction, and War: The Sino-Japanese War of 1894–1895",Yes,Article
139,Taiwan sovereignty issue,Hongda Qiu (1973) China and the question of Taiwan : documents and analysis https://searchit.libraries.wsu.edu/permalink/f/1j6uprt/CP71155478600001451,China and the question of Taiwan : documents and analysis,Yes,Print Book
139,Taiwan sovereignty issue,"Hickey, Dennis V( 2012-11-28) Wake Up to Reality: Taiwan, the Chinese Mainland and Peace Across the Taiwan Strait","Wake Up to Reality: Taiwan, the Chinese Mainland and Peace Across the Taiwan Strait",Yes,Article
139,Taiwan sovereignty issue,"Jao, Y. C. (1976) : Trade and economic development in Taiwan, Intereconomics, ISSN 0020-5346, Verlag Weltarchiv, Hamburg, Vol. 11, Iss. 6, pp. 172-176, https://www.econstor.eu/bitstream/10419/139381/1/v11-i06-a07-BF02928962.pdf","Trade and economic development in Taiwan, Intereconomics",Yes,Article
139,Taiwan sovereignty issue,"Momesso, Lara ; Lee, Chun-Yi (Asian and Pacific Migration Journal, 2017-12, Vol.26 (4), p.459-479) Transnational mobility, strong states and contested sovereignty: Learning from the China–Taiwan context, https://journals.sagepub.com/doi/abs/10.1177/0117196817747102","Transnational mobility, strong states and contested sovereignty: Learning from the China–Taiwan context",Yes,Article
139,Taiwan sovereignty issue,"Shelley Rigger (April 29, 2011) Why Taiwan Matters: Small Island, Global Powerhouse https://searchit.libraries.wsu.edu/permalink/f/1j6uprt/CP71253134470001451","Why Taiwan Matters: Small Island, Global Powerhouse",Yes,Print Book
139,Taiwan sovereignty issue,"Shery Chanis (November 4, 2012) How Taiwan Became Chinese: Dutch, Spanish, and Han Colonization in the Seventeenth Century, by Tonio Andrade (2008), https://notevenpast.org/how-taiwan-became-chinese-dutch-spanish-and-han- colonization-seventeenth-century/","How Taiwan Became Chinese: Dutch, Spanish, and Han Colonization in the Seventeenth Century",Yes,Ebook
141,The UAE rapid evolution and oil discovery,"Wake, Val. ""Abu Dhabi: The City That Grew Out of a Desert."" AQ: Australian Quarterly 82, no. 1 (2010): 32-40. Accessed September 30, 2020. http://ntserver1.wsulibs.wsu.edu:2083/ stable/23215312.",Abu Dhabi: The City That Grew Out of a Desert,Yes,Article
141,The UAE rapid evolution and oil discovery,"Morton, Michael Quentin. Keepers of the Golden Shore : A History of the United Arab Emirates. London: Reaktion Books, Limited, 2016. Accessed September 29, 2020. ProQuest Ebook Central.",Keepers of the Golden Shore : A History of the United Arab Emirates,Yes,Ebook
141,The UAE rapid evolution and oil discovery,"Katodrytis, George, and Mitchell, Kevin, eds. UAE and the Gulf : Architecture and Urbanism Now. New York: John Wiley & Sons, Incorporated, 2015. Accessed September 29, 2020. ProQuest Ebook Central.",UAE and the Gulf : Architecture and Urbanism Now,Yes,Ebook
143,INEQUALITY AND GLOBALIZATION AND HUMANITIES,"Khondker, Habibul Haque. ""Globalization and inequality."" (2017): 170-179.",Globalization and inequality,Yes,Article
143,INEQUALITY AND GLOBALIZATION AND HUMANITIES,"Shjarback, John, Scott Decker, Jeff J. Rojek, and Rod K. Brunson. ""Minority representation in policing and racial profiling."" Policing: An International Journal of Police Strategies & Management (2017).",Minority representation in policing and racial profiling,Yes,Article
143,INEQUALITY AND GLOBALIZATION AND HUMANITIES,"Hong, Sounman. ""Black in blue: Racial profiling and representative bureaucracy in policing revisited."" Journal of Public Administration Research and Theory 27, no. 4 (2017): 547-561.",Black in blue: Racial profiling and representative bureaucracy in policing revisited,Yes,Article
145,Humans and the Environment,"Adas, Michael. Machines as the measure of men: science, technology, technology, and ideologies of western dominance. Ithaca, NY: Cornell University Press, 2015.","Machines as the measure of men: science, technology, technology, and ideologies of western dominance",Yes,Ebook
145,Humans and the Environment,"Baranov, Nikolai. “Central-Eastern Europe in the European Political and Historical Geographical Context,"" Politeja, No 57 (2018): 49-64, Jstor.",Central-Eastern Europe in the European Political and Historical Geographical Context,Yes,Article
145,Humans and the Environment,"Ferguson, Margaret. Dido’s Daughters: Literacy, Gender, and Empire in Early Modern England and France. Chicago: University of Chicago Press, 2007.","Dido’s Daughters: Literacy, Gender, and Empire in Early Modern England and France",Yes,Article
145,Humans and the Environment,"P. A. David. “The Industrial Revolution in Europe, 1815-1914”. The American Economic Association, December 1, 1962.","The Industrial Revolution in Europe, 1815-1914",Yes,Print Book
145,Humans and the Environment,"Wu, Yang. Coal Resources Distribution and its Influence on Industrial Development and Underground Water in the UK. Journal of Coastal Research, Special Issue No. 93: Advances in Water Resources and Exploration (FALL 2019): 97-101, Jstor.",Coal Resources Distribution and its Influence on Industrial Development and Underground Water in the UK,Yes,Article
147,Discrimination during World Wars and in today’s society,"Hunter, Nick. Women in World War I. Chicago, Illinois: Heinemann Library, 2014. P 4",Women in World War I,Yes,Print Book
147,Discrimination during World Wars and in today’s society,"Special to The New,York Times. 1993. Military college is ordered to admit woman. New York Times (1923-Current file), Nov 18, 1993. https://ntserver1.wsulibs.wsu.edu:2152/docview/109045687?accountid=14902 (accessed November 6, 2020).",Military college is ordered to admit woman,Yes,Newspaper Article
149,How Major Global Events affect Homelessness,"Kusmer, Kenneth L. Down & Out, on the Road : the Homeless in American History. Oxford, [England] ; New York, New York: Oxford University Press, 2002.","Down & Out, on the Road : the Homeless in American History",Yes,Print Book
151,The History of Black Death and the Signification Lessons,"Green, Monica H., and Symes, Carol. Pandemic Disease in the Medieval World : Rethinking the Black Death. Leeds: Arc Humanities Press, 2015.",Pandemic Disease in the Medieval World : Rethinking the Black Death,Yes,Print Book
151,The History of Black Death and the Signification Lessons,"Marianna Karamanou et al., “Healthcare Policy in Ancient Greece,” European Heart Journal 40, no. 5 (January 2019): pp. 411-412, https://doi.org/10.1093/eurheartj/ehy868.",Healthcare Policy in Ancient Greece,Yes,Article
153,Comfort Women: The Tragic Past and Present of the WWII Japanese Military Sex Slaves,"Maria Rosa Henson, Toshiyuki Tanaka, and Cynthia H Enloe. 2017. Comfort Woman : A Filipina’s Story of Prostitution and Slavery under the Japanese Military. Lanham, Maryland: Rowman & Littlefield.",Comfort Woman : A Filipina’s Story of Prostitution and Slavery under the Japanese Military,Yes,Print Book
153,Comfort Women: The Tragic Past and Present of the WWII Japanese Military Sex Slaves,"Qiu, Peipei. Chinese Comfort Women: Testimonies from Imperial Japan's Sex Slaves. New York: Oxford University Press, 2013. https://searchit.libraries.wsu.edu/permalink/f/1j6uprt/CP71297399150001451",Chinese Comfort Women: Testimonies from Imperial Japan's Sex Slaves,Yes,Ebook
153,Comfort Women: The Tragic Past and Present of the WWII Japanese Military Sex Slaves,"Yōko, Hayashi. ""Issues Surrounding the Wartime ""Comfort Women""."" Review of Japanese Culture and Society 11/12 (1999): 54-65. http://www.jstor.org/stable/42800182. ","Issues Surrounding the Wartime ""Comfort Women""",Yes,Article
155,"The blood, sweat, and suffrages that the Yaqui people endured","Evans, Sterling. “Yaquis vs. Yaquis: An Environmental and Historical Comparison of Coping with Aridity in Southern Sonora” Journal of the Southwest, 1998-10-01, Vol. 40 (3), p.363-396 https://searchit.libraries.wsu.edu/permalink/f/1jnr272/TN_cdi_gale_lrcgauss_A53985400",Yaquis vs. Yaquis: An Environmental and Historical Comparison of Coping with Aridity in Southern Sonora,Yes,Article
155,"The blood, sweat, and suffrages that the Yaqui people endured","Fagg, John Edwin. “Latin America, a general history” The MacMillan Company, New York Collier-Macmillan. LTD., London 1963 Chapter 5 pg(119-127) https://searchit.libraries.wsu.edu/primo- explore/fulldisplay?docid=CP71177777830001451&context=L&vid=WSU&lang=en_US&searc,contains,yaqui&facet=searchcreationdate,include,1800%7C,%7C1990&offset=0h_scope=WSU_everything&adaptor=Local%20Search%20Engine&tab=default_tab&query=any","Latin America, a general history",Yes,Print Book
155,"The blood, sweat, and suffrages that the Yaqui people endured","Folsom, Raphael Brewster. “The Yaquis and the Empire: Violence, Spanish Imperial Power, and, Native Resilience in Colonial Mexico” Kingsley Trust Association Publication Fund established by the Scroll and Key Society of Yale College 2014 Chapter 1 pg(15-30) https://searchit.libraries.wsu.edu/primo-%20Power%20%20and%20%20Native%20Resilience%20in%20Colonial%20Mexico explore/fulldisplay?docid=CP71275518990001451&context=L&vid=WSU&lang=en_US&searc,contains,The%20Yaquis%20and%20the%20Empire:%20Violence%20%20Spanish%20Imperial h_scope=WSU_everything&adaptor=Local%20Search%20Engine&tab=default_tab&query=any","The Yaquis and the Empire: Violence, Spanish Imperial Power, and, Native Resilience in Colonial Mexico",Yes,Ebook
155,"The blood, sweat, and suffrages that the Yaqui people endured","Trujillo, Octaviana V. “The Yaqui of Guadalupe, Arizona: A century of cultural Survival through Trilingual” American Indian Culture and Research Journal 22:4 (1998) 67-88 https://searchit.libraries.wsu.edu/permalink/f/1jnr272/TN_cdi_gale_infotracacademiconefile_A5 4394601","The Yaqui of Guadalupe, Arizona: A century of cultural Survival through Trilingual",Yes,Article
157,Echoes of the Past: Far-Right Extremism in the United States and Europe,"Bessel, Richard. Germany After the First World War. New York: Oxford University Press Inc, 1993",Germany After the First World War,Yes,Print Book
157,Echoes of the Past: Far-Right Extremism in the United States and Europe,"Shulz, E. H., Frercks, R. Why the Aryan Law? A Contribution to the Jewish Question. Berlin: Neues Volk Publishing, 1934.",Why the Aryan Law? A Contribution to the Jewish Question,Yes,Ebook Chapter
157,Echoes of the Past: Far-Right Extremism in the United States and Europe,"Hess, Rudolph. “The Oath to Adolf Hitler.” Speech, Munich: Zentralverlag der NSDAP, February 25th, 1934. Calvin University German Propaganda Archive, https://research.calvin.edu/german-propaganda-archive/hess1.htm",The Oath to Adolf Hitler,Yes,Ebook Chapter
