paper_number,paper_title,bib_citation,source_title,searchit_yes_no,searchit_format
179,"Bad Guys Wear Turbans: Examining 1,000 Years of Islamophobia in the West","Črnič, Aleš. “A Critique of Islamophobia – in Defence of European Culture.” European Review 28, no. 4 (2020): 707–20. doi:10.1017/S1062798720000071.",A Critique of Islamophobia – in Defence of European Culture,Yes,Article
179,"Bad Guys Wear Turbans: Examining 1,000 Years of Islamophobia in the West","Esposito, John. Islamophobia: The Challenge of Pluralism in the 21st Century. Cary: Oxford University Press USA - OSO, 2011. Accessed December 11, 2020. ProQuest Ebook Central.",Islamophobia: The Challenge of Pluralism in the 21st Century,Yes,Ebook
179,"Bad Guys Wear Turbans: Examining 1,000 Years of Islamophobia in the West","Shaheen, Jack G. ""Reel Bad Arabs: How Hollywood Vilifies a People."" The Annals of the American Academy of Political and Social Science 588 (2003): 171-93. Accessed December 11, 2020. http://www.jstor.org/stable/1049860.",Reel Bad Arabs: How Hollywood Vilifies a People,Yes,Article
179,"Bad Guys Wear Turbans: Examining 1,000 Years of Islamophobia in the West","Yaqub, Salim. Imperfect Strangers: Americans, Arabs, and U.S.–Middle East Relations in the 1970s. Ithaca: Cornell University Press, 2016. Accessed December 11, 2020. ProQuest Ebook Central.","Imperfect Strangers: Americans, Arabs, and U.S.–Middle East Relations in the 1970s",Yes,Ebook
181,"Sex Ed, Polarized","Ketting, E, and AP Visser. “Contraception in The Netherlands: the Low Abortion Rate Explained.” Patient education and counseling. U.S. National Library of Medicine, July 1994. https://pubmed.ncbi.nlm.nih.gov/7971545/. ",Contraception in The Netherlands: the Low Abortion Rate Explained,Yes,Article
181,"Sex Ed, Polarized","Kirby, Douglas, Angela Obasi, and Lauris, B. “The Effectiveness of Sex Education and HIV Education Interventions in Schools in Developing Countries,” 0AD. https://pubmed.ncbi.nlm.nih.gov/16921919/. ",The Effectiveness of Sex Education and HIV Education Interventions in Schools in Developing Countries,Yes,Article
181,"Sex Ed, Polarized","Lamb, Sharon. “Just the Facts? The Separation of Sex Education from Moral Education.” Wiley Online Library. John Wiley & Sons, Ltd, October 18, 2013. https://onlinelibrary.wiley.com/doi/abs/10.1111/edth.12034. ",Just the Facts? The Separation of Sex Education from Moral Education,Yes,Article
181,"Sex Ed, Polarized","Lieberman, Lisa. “Sex Ed in the U.S. - A Look Back (and Ahead) .” Perspectives on Reproductive and Sexual Health 50, no. 4 (December 2012).",Sex Ed in the U.S. - A Look Back (and Ahead),Yes,Article
181,"Sex Ed, Polarized","Lord, Alexandra M. Condom Nation: the U.S. Government's Sex Education Campaign from World War I to the Internet. Baltimore, Maryland: The Johns Hopkins University Press, 2009. ",Condom Nation: the U.S. Government's Sex Education Campaign from World War I to the Internet,Yes,Print Book
181,"Sex Ed, Polarized","Shah, Courtney Q. Sex Ed, Segregated: The Quest for Sexual Knowledge in Progressive-Era America. Woodbridge, Suffolk England: Suffolk: Boydell & Brewer, 2015.","Sex Ed, Segregated: The Quest for Sexual Knowledge in Progressive-Era America",Yes,Print Book
181,"Sex Ed, Polarized","Zimmerman, Jonathan. Too Hot to Handle: A Global History of Sex Education. Princeton, NJ: Princeton University Pres, 2015.",Too Hot to Handle: A Global History of Sex Education,Yes,Print Book
183,The Historic Economic segregation of Black communities in the USA and its effects even to modern times,"Higgs, Robert. ""Accumulation of Property by Southern Blacks Before World War I."" The American Economic Review 72, no. 4 (1982): 725-37. Accessed December 14, 2020. http://www.jstor.org/stable/1810013.",Accumulation of Property by Southern Blacks Before World War I,Yes,Article
183,The Historic Economic segregation of Black communities in the USA and its effects even to modern times,"Margo, Robert A. ""Accumulation of Property by Southern Blacks Before World War I: Comment and Further Evidence."" The American Economic Review 74, no. 4 (1984): 768-76. Accessed December 14, 2020. http://www.jstor.org/stable/1805145.",Accumulation of Property by Southern Blacks Before World War I: Comment and Further Evidence,Yes,Article
183,The Historic Economic segregation of Black communities in the USA and its effects even to modern times,"Horsley, Scott. “From Jobs To Homeownership, Protests Put Spotlight On Racial Economic Divide.” NPR. NPR, June 1, 2020. https://www.npr.org/2020/06/01/866794025/from-jobs-to-homeownership-protests-put-spotlight-on-economic-divide. ","From Jobs To Homeownership, Protests Put Spotlight On Racial Economic Divide",Yes,Text Resource
183,The Historic Economic segregation of Black communities in the USA and its effects even to modern times,"Logan, Trevon D., and John M. Parman. 2017. ""Segregation and Homeownership in the Early Twentieth Century."" American Economic Review, 107 (5): 410-14.",Segregation and Homeownership in the Early Twentieth Century,Yes,Article
185,Understanding the Causes of Race Riots in American History,"Nyangoni, Betty. “Washington Riots of 1968,” 2009. ",Washington Riots of 1968,Yes,Article
185,Understanding the Causes of Race Riots in American History,"Collins, William J, and Margo, Robert A. “The Economic Aftermath of the 1960s Riots in American Cities: Evidence from Property Values.” The Journal of Economic History 67, no. 4 (2007): 849–83. ",The Economic Aftermath of the 1960s Riots in American Cities: Evidence from Property Values,Yes,Article
185,Understanding the Causes of Race Riots in American History,"Myers, Daniel J. “Racial Rioting in the 1960S: An Event History Analysis of Local Conditions.” American Sociological Review 62, no. 1 (1997): 94–112.",Racial Rioting in the 1960S: An Event History Analysis of Local Conditions,Yes,Article
185,Understanding the Causes of Race Riots in American History,"Bean, Jonathan J. “""Burn, Baby, Burn"": Small Business in the Urban Riots of the 1960s.” The Independent Review (Oakland, Calif.) 5, no. 2 (2000): 165–88.","Burn, Baby, Burn"": Small Business in the Urban Riots of the 1960s",Yes,Article
185,Understanding the Causes of Race Riots in American History,"Reynoso, Cruz. “Justice for All Americans? Fatal Shootings by Police.” Washington University Journal of Law and Policy 49 (2015): 121.",Justice for All Americans? Fatal Shootings by Police,Yes,Article
185,Understanding the Causes of Race Riots in American History,"“U.S. Minnesota Declares State of Emergency after Protests over Death of George Floyd Turn Riot.” Beijing Review, 2020.",U.S. Minnesota Declares State of Emergency after Protests over Death of George Floyd Turn Riot,Yes,Article
187,SPACE RACE,"McDougall, Walter A. 1985. ...the Heavens and the Earth: A Political History of the Space Age. New York: Basic Books Inc.",the Heavens and the Earth: A Political History of the Space Age,Yes,Print Book
187,SPACE RACE,"SLOTTEN, HUGH RICHARD. 2013. ""The International Telecommunications Union, Space Radio Communications, and U.S. Cold War Diplomacy, 1957–1963."" Diplomic History 313-371. Accessed 12 10, 2020. www.jstor.org/stable/26376448. Accessed 16 Dec. 2020.","The International Telecommunications Union, Space Radio Communications, and U.S. Cold War Diplomacy, 1957–1963",Yes,Article
187,SPACE RACE,"Stiglitz, Joseph. 2002. ""Globalization and its discontents."" 10-16. New York: W. W. Norton & Company.",Globalization and its discontents,Yes,Print Book
187,SPACE RACE,"Cadbury, Deborah. Space Race: The Epic Battle between America and the Soviet Union for Dominion of Space. New York: HarperCollins, 2006. Print.",Space Race: The Epic Battle between America and the Soviet Union for Dominion of Space,Yes,Print Book
187,SPACE RACE,"Campbell-Kelly, Martin., William Aspray, Nathan Ensmenger, and Jeffrey R Yost. Computer: A History of the Information Machine. Third edition. Boulder, CO: Westview Press, A Member of the Perseus Books Group, 2014. Print.",Computer: A History of the Information Machine,Yes,Print Book
189,Israel and Palestine,"Fisher, Max. “The Two-State Solution: What It Is and Why It Hasn't Happened.” The New York Times, The New York Times, 29 Dec. 2016, www.nytimes.com/2016/12/29/world/middleeast/israel-palestinians-two-state-solution.html.",The Two-State Solution: What It Is and Why It Hasn't Happened,Yes,Newspaper Article
189,Israel and Palestine,"Hallward, Maia. “PURSUING ‘PEACE’ IN ISRAEL/PALESTINE.” Journal of Third World Studies, vol. 28, no. 1, 2011, pp. 185–202. JSTOR, www.jstor.org/stable/45194767. Accessed 2 Dec. 2020.",PURSUING ‘PEACE’ IN ISRAEL/PALESTINE,Yes,Article
189,Israel and Palestine,"“The Second Intifada - Introduction.” American Muslims for Palestine, www.ampalestine.org/palestine-101/history/intifadas/second-intifada-introduction. ",The Second Intifada - Introduction,Yes,Article
191,Labor Rights,Combinations Act 1799 39 Geo.III.cap.81. An Act to prevent unlawful combinations of workmen: 12th July 1799. https://ntserver1.wsulibs.wsu.edu:2407/ps/i.do?action=interpret&id=GALE%7CU0109767629&v=2.1&u=pull21986&it=r&p=MOME&sw=w,Combinations Act 1799 39 Geo.III.cap.81. An Act to prevent unlawful combinations of workmen: 12th July 1799,Yes,Ebook
191,Labor Rights,"Tsesis, Alexander, ed. The Promises of Liberty: The History and Contemporary Relevance of the Thirteenth Amendment. New York: Columbia University Press, 2010. Accessed December 18, 2020. 2. ProQuest Ebook Central. ",The Promises of Liberty: The History and Contemporary Relevance of the Thirteenth Amendment,Yes,Article
191,Labor Rights,"Yost, C. Spencer. “Luddites.” ICU Director 2, no. 3 (May 2011): 51–52. https://doi.org/10.1177/1944451611411674.",Luddites,Yes,Article
191,Labor Rights,"MORRISON, BRUCE. ""CHANNELING THE ""RESTLESS SPIRIT OF INNOVATION"": Elite Concessions and Institutional Change in the British Reform Act of 1832."" World Politics 63, no. 4 (2011): 678-710. Accessed December 18, 2020. 678. http://www.jstor.org/stable/23018807. ","CHANNELING THE ""RESTLESS SPIRIT OF INNOVATION"": Elite Concessions and Institutional Change in the British Reform Act of 1832",Yes,Article
191,Labor Rights,"BRONNER, LAURA. ""Property and Power: MPs' Assets and Support for Democratization in the 1867 Reform Act."" Legislative Studies Quarterly 39, no. 4 (2014): 439-66. Accessed December 18, 2020. http://www.jstor.org/stable/43862502.",Property and Power: MPs' Assets and Support for Democratization in the 1867 Reform Act,Yes,Article
191,Labor Rights,"Fletcher, Bill, Jr., Gapasin, Fernando, and Fletcher, Bill Jr. Solidarity Divided: The Crisis in Organized Labor and a New Path Toward Social Justice. Berkerley: University of California Press, 2008. Accessed December 18, 2020. ProQuest Ebook Central. 24.",Solidarity Divided: The Crisis in Organized Labor and a New Path Toward Social Justice,Yes,Ebook
191,Labor Rights,"Phillips, Gordon. The Rise of the Labour Party 1893-1931. London: Taylor & Francis Group, 1992. Accessed December 18, 2020. ProQuest Ebook Central.",The Rise of the Labour Party 1893-1931,Yes,Ebook
191,Labor Rights,"Nuttall, Jeremy. “PLURALISM, THE PEOPLE, AND TIME IN LABOUR PARTY HISTORY, 1931–1964.” The Historical Journal 56, no. 3 (2013): 729–56. ","PLURALISM, THE PEOPLE, AND TIME IN LABOUR PARTY HISTORY, 1931–1964",Yes,Article
191,Labor Rights,"Stepan-Norris, Judith, and Caleb Southworth. ""Rival Unionism and Membership Growth in the United States, 1900 to 2005: A Special Case of Inter-organizational Competition."" American Sociological Review 75, no. 2 (2010): 227-51.","Rival Unionism and Membership Growth in the United States, 1900 to 2005: A Special Case of Inter-organizational Competition",Yes,Article
193,The Greenhouse Revolution: Our Need to Revolutionize the Green Revolution,"Canadell, JG, Le Quere, C, Raupach, MR, Field, CB, Buitenhuis, ET, Ciais, P, Conway, TJ, Gillett, NP, et al. “Contributions to accelerating atmospheric CO2 growth from economic activity, carbon intensity, and efficiency of natural sinks,” PNAS 104 (November 20, 2007): 47.","Contributions to accelerating atmospheric CO2 growth from economic activity, carbon intensity, and efficiency of natural sinks",Yes,Article
193,The Greenhouse Revolution: Our Need to Revolutionize the Green Revolution,"Economic Research Service: United States Department of Agriculture, “Pesticide Use in U.S. Agriculture: 21 Selected Crops, 1960-2008.” Last modified May, 2014. https://www.ers.usda.gov/publications/pub-details/?pubid=43855.","Pesticide Use in U.S. Agriculture: 21 Selected Crops, 1960-2008.",Yes,Ebook
193,The Greenhouse Revolution: Our Need to Revolutionize the Green Revolution,"Environews Forum, “Killer environment,” Environmental Health Perspectives 107, no.2 (February, 1999): A62.",Killer environment,Yes,Article
193,The Greenhouse Revolution: Our Need to Revolutionize the Green Revolution,"Hellersteign, Daniel, Vilorio, Dennis, Ribuaudo, Marc “Agricultural Resources and Environmental Indicators, 2019,” United States Department of Agriculture, Last modified May, 2019, https://www.ers.usda.gov/webdocs/publications/93026/eib-208.pdf.","Agricultural Resources and Environmental Indicators, 2019",Yes,Reports
193,The Greenhouse Revolution: Our Need to Revolutionize the Green Revolution,"Hurley, PM, Hill, RN, Whiting, RJ, “Mode of carcinogenic action of pesticides inducing thyroid follicular cell tumours in rodents,” Environmental Health Perspectives 106, no.8 (August, 1998): 437.",Mode of carcinogenic action of pesticides inducing thyroid follicular cell tumours in rodents,Yes,Article
193,The Greenhouse Revolution: Our Need to Revolutionize the Green Revolution,"Tony Freeth, “Setting the Grass Roots on Fire - Norman Borlaug & Africa's Green Revolution,” 2001, New York, Ny, video, 57:00.",Setting the Grass Roots on Fire - Norman Borlaug & Africa's Green Revolution,Yes,Evideo
193,The Greenhouse Revolution: Our Need to Revolutionize the Green Revolution,"Wright, Angus, ""Downslope and North: How Soil Degradation and Synthetic Pesticides Drove the Trajectory of Mexican Agriculture through the Twentieth Century,"" in Christopher R. Boyer, “A Land Between Waters: Environmental Histories of Modern Mexico. Tucson,” University of Arizona Press 2012, 22-49.",Downslope and North: How Soil Degradation and Synthetic Pesticides Drove the Trajectory of Mexican Agriculture through the Twentieth Century,Yes,Ebook Chapter
195,Colonization of the Caribbean and Its Connection to Modern Day Racism,"Bush-Slimani, Barbara. 1993. “Hard Labour: Women, Childbirth and Resistance in British Caribbean Slave Societies.” History Workshop 36, no. 1 (Autumn): 83-99. https://www.jstor.org/stable/4289253?seq=2#metadata_info_tab_contents.","Hard Labour: Women, Childbirth and Resistance in British Caribbean Slave Societies",Yes,Article
195,Colonization of the Caribbean and Its Connection to Modern Day Racism,"Hollie, Morgan. 2020. “Emancipation Day – A Reminder That Caribbean Still Needs Justice, Repair.” https://www.hrw.org/news/2020/08/03/emancipation-day-reminder-caribbean-still-needs- justice-repair.","Emancipation Day – A Reminder That Caribbean Still Needs Justice, Repair.",Yes,Newspaper Article
195,Colonization of the Caribbean and Its Connection to Modern Day Racism,"Scully, Pamela. 1995. “Rape, Race, and Colonial Culture: The Sexual Politics of Identity in the Nineteenth-Century Cape Colony, South Africa.” The American Historical Review 100, no. 2 (April): 335-359. https://www.jstor.org/stable/2169002?seq=2#metadata_info_tab_contents.","Rape, Race, and Colonial Culture: The Sexual Politics of Identity in the Nineteenth-Century Cape Colony, South Africa",Yes,Article
199,The History of Fatherhood in America and Scandinavia: 1850-2020,"Finke, Roger, and Rodney Stark. The Churching of America, 1776-1990: Winners and Losers in Our Religious Economy. 2nd. ed., 2. paperback print. New Brunswick, NJ: Rutgers Univ. Press, 2006.","The Churching of America, 1776-1990: Winners and Losers in Our Religious Economy",Yes,Print Book
199,The History of Fatherhood in America and Scandinavia: 1850-2020,"Holter, Øysten Gullvåg. “Towards a New Fatherhood: Fathering Practices and Gender Equalities in Recent Nordic Research.” In Fatherhood in Late Modernity: Cultural Images, Social Practices, Structural Frames, edited by Metchild Oechsle, Ursula Müller, and Sebine Hess, 273-294. Opladen: Verlag Barbara Budrich, 2012.",Towards a New Fatherhood: Fathering Practices and Gender Equalities in Recent Nordic Research,Yes,Ebook Chapter
199,The History of Fatherhood in America and Scandinavia: 1850-2020,"Knausgård, Karl Ove, and Don Bartlett. My Struggle. Book One. 1st Farrar, Straus and Giroux ed. New York: Farrar, Straus and Giroux, 2013.",My Struggle. Book One.,Yes,Print Book
199,The History of Fatherhood in America and Scandinavia: 1850-2020,"LaRossa, Ralph. “The Historical Study of Fatherhood: Theoretical and Methodological Considerations.” In Fatherhood in Late Modernity: Cultural Images, Social Practices, Structural Frames, edited by Metchild Oechsle, Ursula Müller, and Sebine Hess, 37-60. Opladen: Verlag Barbara Budrich, 2012.",The Historical Study of Fatherhood: Theoretical and Methodological Considerations,Yes,Ebook Chapter
199,The History of Fatherhood in America and Scandinavia: 1850-2020,"LaRossa, Ralph. The Modernization of Fatherhood: A Social and Political History. Chicago: University of Chicago Press, 1997.",The Modernization of Fatherhood: A Social and Political History,Yes,Print Book
199,The History of Fatherhood in America and Scandinavia: 1850-2020,"Leavitt, Judith Walzer. Make Room for Daddy: The Journey from Waiting Room to Birthing Room. Chapel Hill: University of North Carolina Press, 2009.",Make Room for Daddy: The Journey from Waiting Room to Birthing Room,Yes,Print Book
