paper_number,paper_title,bib_citation,source_title,searchit_yes_no,searchit_format
377,Rooted in Racism: Apartheid in South Africa,"Özler, Berk. “Not Separate, Not Equal: Poverty and Inequality in Post?Apartheid South Africa.” Economic Development and Cultural Change 55, no. 3 (April 2007): 487–529. https://doi.org/10.1086/511191.","Not Separate, Not Equal: Poverty and Inequality in Post?Apartheid South Africa",Yes,Article
379,Genocide: A Reprise of Atrocity,"Akçam, Taner. The Young Turks' Crime Against Humanity?: the Armenian Genocide and Ethnic Cleansing in the Ottoman Empire. Princeton: Princeton University Press, 2012.",The Young Turks' Crime Against Humanity?: the Armenian Genocide and Ethnic Cleansing in the Ottoman Empire,Yes,Ebook
379,Genocide: A Reprise of Atrocity,"Bloxham, Donald. ""The Armenian Genocide of 1915-1916: Cumulative Radicalization and the Development of a Destruction Policy."" Past & Present, no. 181 (2003): 141-191. Accessed March 18, 2021. http://ntserver1.wsulibs.wsu.edu:2083/stable/3600788. ",The Armenian Genocide of 1915-1916: Cumulative Radicalization and the Development of a Destruction Policy,Yes,Article
379,Genocide: A Reprise of Atrocity,"Browning, Christopher R., Matthäus, Jürgen, and Mazal Holocaust Collection. The Origins of the Final Solution?: The Evolution of Nazi Jewish Policy, September 1939-March 1942. Lincoln: University of Nebraska Press, 2004."," The Origins of the Final Solution?: The Evolution of Nazi Jewish Policy, September 1939-March 1942",Yes,Print Book
379,Genocide: A Reprise of Atrocity,"Deringil, Selim. ““The Armenian Question Is Finally Closed”: Mass Conversions of Armenians in Anatolia During the Hamidian Massacres of 1895–1897.” Comparative Studies in Society and History 51, no. 2 (2009): 344–71, https://doi.org/10.1017/S0010417509000152.",The Armenian Question Is Finally Closed”: Mass Conversions of Armenians in Anatolia During the Hamidian Massacres of 1895–1897,Yes,Article
379,Genocide: A Reprise of Atrocity,"Earl, Hilary. “Prosecuting Genocide before the Genocide Convention: Raphael Lemkin and the Nuremberg Trials, 1945-1949.” Journal of Genocide Research 15, no. 3 (2013): 317–37, https://doi.org/10.1080/14623528.2013.821225. ","Prosecuting Genocide before the Genocide Convention: Raphael Lemkin and the Nuremberg Trials, 1945-1949",Yes,Article
379,Genocide: A Reprise of Atrocity,"Kiernan, Ben. Blood and Soil: A World History of Genocide and Extermination from Sparta to Darfur, New Haven: Yale University Press, 2009. ",Blood and Soil: A World History of Genocide and Extermination from Sparta to Darfur,Yes,Print Book
379,Genocide: A Reprise of Atrocity,"Zukier, Henri. ""The Twisted Road to Genocide: On the Psychological Development of Evil During the Holocaust."" Social Research 61, no. 2 (1994): 423-55. http://ntserver1.wsulibs.wsu.edu:2083/stable/40971039.",The Twisted Road to Genocide: On the Psychological Development of Evil During the Holocaust,Yes,Article
381,Children Soldiers of Africa and Sudan,"De Berry, J. (2001). Child Soldiers and the Convention on the Rights of the Child. The Annals of the American Academy of Political and Social Science, 575, 92-105. Retrieved April 27, 2021, from http://ntserver1.wsulibs.wsu.edu:2083/stable/1049182", Child Soldiers and the Convention on the Rights of the Child,Yes,Article
381,Children Soldiers of Africa and Sudan,"Ensor, M. (2013). Drinking the Bitter Roots: Gendered Youth, Transitional Justice, and Reconciliation across the South Sudan-Uganda Border. African Conflict and Peacebuilding Review, 3(2), 171-194. doi:10.2979/africonfpeacrevi.3.2.171","Drinking the Bitter Roots: Gendered Youth, Transitional Justice, and Reconciliation across the South Sudan-Uganda Border",Yes,Article
381,Children Soldiers of Africa and Sudan,"Hart, Jason. (2005). ""Children at War""  book review in Children, Youth and Environments,15(1), 399-402. Retrieved April 27, 2021, from http://www.jstor.org/stable/10.7721/chilyoutenvi.15.1.0399",Children at War  book review ,Yes,Review
381,Children Soldiers of Africa and Sudan,"MUTASA, C., & VIRK, K. (2017). BUILDING PEACE IN SOUTH SUDAN: PROGRESS, PROBLEMS, AND PROSPECTS (pp. 20-22, Rep.). Centre for Conflict Resolution. Retrieved April 28, 2021, from http://ntserver1.wsulibs.wsu.edu:2083/stable/resrep05143.9","BUILDING PEACE IN SOUTH SUDAN: PROGRESS, PROBLEMS, AND PROSPECTS",Yes,Ebook
381,Children Soldiers of Africa and Sudan,"Waschefort, G. (2017). Africa and international humanitarian law:  The more things change the more they stay the same. ",Africa and international humanitarian law:  The more things change the more they stay the same. ,Yes,Article
383,The Conflicts Between Thai and the Government,"Haberkorn, Tyrell. 2011. Revolution Interrupted: Farmers, Students, Law, and Violence in Northern Thailand. Wisconsin: University of Wisconsin Press. Accessed April 30, 2021. ProQuest Ebook Central."," Revolution Interrupted: Farmers, Students, Law, and Violence in Northern Thailand",Yes,Ebook
383,The Conflicts Between Thai and the Government,"Mead, Kullada Kesboonchoo. 2004. The Rise and Decline of Thai Absolutism. London: Taylor & Francis Group. Accessed April 29, 2021. ProQuest Ebook Central.", The Rise and Decline of Thai Absolutism,Yes,Ebook
383,The Conflicts Between Thai and the Government,"Neher, Clark D. THE TRANSITION TO DEMOCRACY IN THAILAND. Asian Perspective 20, no. 2 (1996): 301-21. Accessed May 3, 2021. http://www.jstor.org/stable/42704109.",THE TRANSITION TO DEMOCRACY IN THAILAND,Yes,Article
383,The Conflicts Between Thai and the Government,"Pongsudhirak, Thitinan. CSCAP REGIONAL SECURITY OUTLOOK 2015. Report. Edited by Huisken Ron, Cable Olivia, Ball Desmond, Milner Anthony, Sukma Rizal, and Wanandi Yusuf. Council for Security Cooperation in the Asia Pacific, 2014. 46-48. Accessed May 3, 2021. http://www.jstor.org/stable/resrep22263.14.",CSCAP REGIONAL SECURITY OUTLOOK 2015,Yes,Ebook
385,Examining the Global Climate Crisis: Animal Agriculture,"Imhoff, Dan. CAFO (concentrated Animal Feeding Operation): The Tragedy of Industrial Animal Factories. San Rafael, Calif.: Earth Aware, 2010. <https://searchit.libraries.wsu.edu/permalink/f/1j6uprt/CP71131037410001451> ",CAFO (concentrated Animal Feeding Operation): The Tragedy of Industrial Animal Factories,Yes,Print Book
385,Examining the Global Climate Crisis: Animal Agriculture,"Park, Miyun, and Peter Singer. ""The Globalization of Animal Welfare: More Food Does Not Require More Suffering."" Foreign Affairs 91, no. 2 (2012): 122-33. http://www.jstor.org/stable/23217226.",The Globalization of Animal Welfare: More Food Does Not Require More Suffering,Yes,Article
385,Examining the Global Climate Crisis: Animal Agriculture,"Prasad, Cadaba S., Malik, Pradeep K., Bhatta, Raghavendra, Takahashi, Junichi, Kohn, Richard, Malik, Pradeep K, Bhatta, Ragavendra, and Prasad, Cadaba S, eds. Livestock Production and Climate Change. Oxford: CAB International, 2015. Accessed February 16, 2021. ProQuest Ebook Central. <https://ntserver1.wsulibs.wsu.edu:2171/lib/wsu/detail.action?docID=2031816&pq-origsite=primo>",Livestock Production and Climate Change,Yes,Ebook
385,Examining the Global Climate Crisis: Animal Agriculture,"The ranch. (Seattle, Wash.), 15 July 1906. Chronicling America: Historic American Newspapers. Lib. of Congress. <https://chroniclingamerica.loc.gov/lccn/sn98047754/1906-07-15/ed-1/seq-9/>","The ranch. (Seattle, Wash.), 15 July 1906",Yes,Newspaper Article
385,Examining the Global Climate Crisis: Animal Agriculture,"Sewell, Christina. ""REMOVING THE MEAT SUBSIDY: OUR COGNITIVE DISSONANCE AROUND ANIMAL AGRICULTURE."" Journal of International Affairs 73, no. 1 (2019): 307-18. Accessed February 16, 2021. doi:10.2307/26872805.",REMOVING THE MEAT SUBSIDY: OUR COGNITIVE DISSONANCE AROUND ANIMAL AGRICULTURE,Yes,Article
387,Back to the Future: Electric Automobiles and Their Belated Success,"Beavan, Arthur H. Tube, Train, Tram, and Car; or Up-to-Date Locomotion. London: G. Routledge & Sons, 1903. ","Tube, Train, Tram, and Car; or Up-to-Date Locomotion",Yes,Ebook
387,Back to the Future: Electric Automobiles and Their Belated Success,"Fialka, John J. Car Wars: the Rise, the Fall, and the Resurgence of the Electric Car. New York, New York: Thomas Dunne Books, 2015. Library Location: Owen Science and Engineering Library, Call Number: TL220.F53 2015, Permalink: https://searchit.libraries.wsu.edu/permalink/f/1j6uprt/CP71237951760001451","Car Wars: the Rise, the Fall, and the Resurgence of the Electric Car",Yes,Print Book
387,Back to the Future: Electric Automobiles and Their Belated Success,"Kirsch, David A. ""The Electric Car and the Burden of History: Studies in Automotive Systems Rivalry in America, 1890-1996."" Business and Economic History 26, no. 2 (1997): 304-10. Accessed February 13, 2021. http://www.jstor.org/stable/23703016.","The Electric Car and the Burden of History: Studies in Automotive Systems Rivalry in America, 1890-1996.",Yes,Article
387,Back to the Future: Electric Automobiles and Their Belated Success,"Schrag, Zachary M. Review of The Electric Vehicle: Technology and Expectations in the Automobile Age. Enterprise & Society 6, no. 4 (2005): 710-712. muse.jhu.edu/article/190281. URL: https://ntserver1.wsulibs.wsu.edu:2522/article/190281",Review of The Electric Vehicle: Technology and Expectations in the Automobile Age,Yes,Article
387,Back to the Future: Electric Automobiles and Their Belated Success,"Segrave, Kerry. The Electric Car in America, 1890-1922: a Social History. Jefferson, NC: McFarland & Company, Inc., Publishers, 2019.","The Electric Car in America, 1890-1922: a Social History",Yes,Ebook
391,The Soleimani Assassination and the Revolution,"Abrahamian, Ervand. A History of Modern Iran. Cambridge: Cambridge University Press, 2008.https://searchit.libraries.wsu.edu/permalink/f/1jnr272/TN_cdi_askewsholts_vlebooks_9781107385795https://ntserver1.wsulibs.wsu.edu:2171/lib/wsu/reader.action?docID=352961",A History of Modern Iran.,Yes,Ebook
391,The Soleimani Assassination and the Revolution,"“Bitter Rivals: Saudi Arabia and Iran- Part One”. PBS: Frontline, February 20, 2018, https://www.pbs.org/wgbh/frontline/film/bitter-rivals-iran-and-saudi-arabia/#video-1",Bitter Rivals: Saudi Arabia and Iran- Part One,Yes,Evideo
391,The Soleimani Assassination and the Revolution,George-Dian Balan. “The Latest United States Sanctions Against Iran.” Journal of Conflict & Security Law 18 (2013): 365 93. https://ntserver1.wsulibs.wsu.edu:2291/jcsl/article/18/3/365/864872,The Latest United States Sanctions Against Iran,Yes,Article
391,The Soleimani Assassination and the Revolution,"Margolis, Eric S. “Trump Shoots the U.S. in the Foot Over Iran.” Washington Report on Middle East Affairs 36,7 (November 2017): 8–9. https://ntserver1.wsulibs.wsu.edu:2148/login.aspx?direct=true&db=mth&AN=126106796&site=ehost-live.",Trump Shoots the U.S. in the Foot Over Iran,Yes,Article
391,The Soleimani Assassination and the Revolution,“U.S. Drone Strike in Iraq Kills Iranian Military Leader Qasem Soleimani.” The American Journal of International Law 114 (2020): 313–23. https://doi.org/10.1017/ajil.2020.15,U.S. Drone Strike in Iraq Kills Iranian Military Leader Qasem Soleimani,Yes,Article
391,The Soleimani Assassination and the Revolution,"Zabir, Sepehr. Iran since the Revolution. Florence: Taylor & Francis Group, 2011. https://ntserver1.wsulibs.wsu.edu:2171/lib/wsu/reader.action?docID=801934&ppg=1 ",Iran since the Revolution,Yes,Ebook
393,Mongol invasions of Vietnam and how they affect the current state of South East Asia,"Kiernan, Ben. Vie??t Nam?: A History from Earliest Times to the Present. New York City: Oxford University Press, 2017.",Vie??t Nam?: A History from Earliest Times to the Present,Yes,Print Book
393,Mongol invasions of Vietnam and how they affect the current state of South East Asia,"Tana, Li. ""Towards an Environmental History of the Eastern Red River Delta, Vietnam, C.900-1400."" Journal of Southeast Asian Studies 45, no. 3 (2014): 315-37. Accessed February 3, 2021. http://www.jstor.org/stable/43863099.","Towards an Environmental History of the Eastern Red River Delta, Vietnam, C.900-1400.",Yes,Article
395,"Agent Orange, a nightmare that still haunted Vietnam since 1961","Martini, Edwin A. Agent Orange. Amherst: University of Massachusetts Press, 2012. https://searchit.libraries.wsu.edu/permalink/f/1jnr272/TN_cdi_proquest_ebookcentral_EBC4533143 ", Agent Orange,Yes,Ebook
395,"Agent Orange, a nightmare that still haunted Vietnam since 1961","MacPherson, Myra. Long Time Passing, New Edition: Vietnam and the Haunted Generation. Bloomington; Indianapolis: Indiana University Press, 2001. http://www.jstor.org/stable/j.ctt20061d0. ","Long Time Passing, New Edition: Vietnam and the Haunted Generation",Yes,Print Book
395,"Agent Orange, a nightmare that still haunted Vietnam since 1961","Palmer, Michael G. “The Case of Agent Orange.” Contemporary Southeast Asia 29, no. 1 (2007): 172–95. https://doi.org/10.1355/CS29-1H.",The Case of Agent Orange,Yes,Article
214,The Economic Case for Educating Girls in Nigeria and Pakistan,"Human Rights Watch. 2018. “‘Shall I Feed My Daughter, or Educate Her?’ | Barriers to Girls’ Education in Pakistan.” Human Rights Watch. November 13, 2018. https://www.hrw.org/report/2018/11/12/shall-i-feed-my-daughter-or-educate-her/barriers-girls-education-pakistan. ","‘Shall I Feed My Daughter, or Educate Her?’ | Barriers to Girls’ Education in Pakistan",Yes,Print Book
214,The Economic Case for Educating Girls in Nigeria and Pakistan,"Khan, Noor Hashim, Yanbing Ju, and Syed Tauseef Hassan. 2018. “Modeling the Impact of Economic Growth and Terrorism on the Human Development Index: Collecting Evidence from Pakistan.” Environmental Science and Pollution Research 25 (34): 34661–73. https://doi.org/10.1007/s11356-018-3275-5. ",Modeling the Impact of Economic Growth and Terrorism on the Human Development Index: Collecting Evidence from Pakistan,Yes,Article
214,The Economic Case for Educating Girls in Nigeria and Pakistan,"Khan, Sana. Women and State Laws and Policies in Pakistan: The Early Phase 1947-77, Proceedings of the Indian History Congress 74 (2013): 726-33. http://www.jstor.org/stable/44158876.",Women and State Laws and Policies in Pakistan: The Early Phase 1947-77,Yes,Article
214,The Economic Case for Educating Girls in Nigeria and Pakistan,"Kristof, Nicholas, What's so Scary about Smart Girls?: Commentary. New York Times, May 11, 2014, Late Edition (East Coast). https://ntserver1.wsulibs.wsu.edu:2152/newspapers/whats-so-scary-about-smart-girls/docview/1522996288/se-2?accountid=14902. ",What's so Scary about Smart Girls?: Commentary. ,Yes,Newspaper Article
214,The Economic Case for Educating Girls in Nigeria and Pakistan,"Mujtaba, timid, and Reiss, Michael J. 2015. “The Millennium Development Goals Agenda: Constraints of Culture, Economy, and Empowerment in Influencing the Social Mobility of Pakistani Girls on Mathematics and Science Related Higher Education Courses in Universities in Pakistan.” Canadian Journal of Science, Mathematics and Technology Education 15 (1): 51–68. https://doi.org/10.1080/14926156.2014.992556. ","The Millennium Development Goals Agenda: Constraints of Culture, Economy, and Empowerment in Influencing the Social Mobility of Pakistani Girls on Mathematics and Science Related Higher Education Courses in Universities in Pakistan",Yes,Article
216,"Trees, Supply, Demand, and the Dwindling Supply of the Nigerian Rainforests","Falola, Toyin, and Matthew M. Heaton. A History of Nigeria. United Kingdom: Cambridge University Press, 2008",A History of Nigeria.,Yes,Ebook
216,"Trees, Supply, Demand, and the Dwindling Supply of the Nigerian Rainforests","Hellerman, Pauline V. Things Fall Apart?: The Political Ecology of Forest Governance in Southern Nigeria. New York: Berghahn Books Inc. 2013",Things Fall Apart?: The Political Ecology of Forest Governance in Southern Nigeria,Yes,Ebook
216,"Trees, Supply, Demand, and the Dwindling Supply of the Nigerian Rainforests","Hellerman, Pauline, and Uyilawa Usuanlele. “The Owner of the Land: The Benin Obas and Colonial Forest Reservation in the Benin Division, Southern Nigeria” The Journal of African History 50 (2009): 223-46. https://www.jstor.org/stable/25622022","The Owner of the Land: The Benin Obas and Colonial Forest Reservation in the Benin Division, Southern Nigeria",Yes,Article
216,"Trees, Supply, Demand, and the Dwindling Supply of the Nigerian Rainforests","Olugbade, Nathaniel, and Bola Ayeni. “Assessment of deforestation, biodiversity loss, and the associated factors: case study of Ijesa-Ekiti region of Southwestern Nigeria” GeoJournal 76 (2011): 229-43. https://www.jstor.org/stable/41148452","Assessment of deforestation, biodiversity loss, and the associated factors: case study of Ijesa-Ekiti region of Southwestern Nigeria",Yes,Article
218,Racial Tension,"Simon Hall, Peace and Freedom: the Civil Rights and Antiwar Movements in the 1960s (Philadelphia, PA: University of Pennsylvania Press, 2006), 48-175.",Peace and Freedom: the Civil Rights and Antiwar Movements in the 1960s,Yes,Ebook
218,Racial Tension,"Kevin Lewis, ""The Limits of Racial Prejudice,"" Proceedings of the National Academy of Sciences of the United States of America 110 47 (2013): 18814-18819, JSTOR",The Limits of Racial Prejudice,Yes,Article
218,Racial Tension,"Richard J Reid, A History of Modern Africa: 1800 to the Present (Malden, MA: Wiley-Blackwell, 2012), 17-75, 335-361.",A History of Modern Africa: 1800 to the Present ,Yes,Ebook
