Query,Results,Title,Type,CreateDate
The Global Effect of Black Tuesday,46521,"A New Picture of Fire Extent, Variability, and Drought Interaction in Prescribed Fire Landscapes: Insights From Florida Government Records",article,2018
The Global Effect of Black Tuesday,46521,Enjoying sameness and difference - competition and convergence of Latin American telenovelas and Swahili video films in Tanzania,article,2019
The Global Effect of Black Tuesday,46521,Books or babies? The incapacitation effect of schooling on minority women,article,2020
The Global Effect of Black Tuesday,46521,Inorganic and Black Carbon Hotspots Constrain Blue Carbon Mitigation Services Across Tropical Seagrass and Temperate Tidal Marshes,article,2021
The Global Effect of Black Tuesday,46521,Power to the People: An Inverse Role in Nigeria’s Politics and Governance,article,2016
The Global Effect of Black Tuesday,46521,From the petroeconomy to the bioeconomy: Integrating bioenergy production with agricultural demands,article,2009
The Global Effect of Black Tuesday,46521,"Benjamin Mays, Global Ecumenism, and Local Religious Segregation",article,2007
The Global Effect of Black Tuesday,46521,Learning in lockdown: Using the COVID‐19 crisis to teach children about food and climate change,article,2021
The Global Effect of Black Tuesday,46521,Characteristics of Genetics-Related News Content in Black Weekly Newspapers,article,2014
The Global Effect of Black Tuesday,46521,Trans-hemispheric effects of large volcanic eruptions as recorded by an early 19th century diary,article,2010
The Global Effect of Black Tuesday,46521,Innovation and consumers as casualties of war in global technology patent battles,article,2013
The Global Effect of Black Tuesday,46521,An Occupational Heat-Health Warning System for Europe: The HEAT-SHIELD Platform,article,2019
Economy Over Morals: Britain’s War for Drugs,16296,"The Guardians of the Welfare State: Universal Credit, Welfare Control and the Moral Economy of Frontline Work in Austerity Britain",article,2021
Economy Over Morals: Britain’s War for Drugs,16296,"Policing, crime and ‘big data’; towards a critique of the moral economy of stochastic governance",article,2017
Economy Over Morals: Britain’s War for Drugs,16296,Moral Panics and Punctuated Equilibrium in Public Policy: An Analysis of the Criminal Justice Policy Agenda in Britain,article,2020
Economy Over Morals: Britain’s War for Drugs,16296,Will growth in cryptomarket drug buying increase the harms of illicit drugs?,article,2018
Economy Over Morals: Britain’s War for Drugs,16296,A breeding ground for terrorists? Africa & Britain's 'war on terrorism',article,2004
Economy Over Morals: Britain’s War for Drugs,16296,"Moral panic, moral regulation, and the civilizing process",article,2016
Economy Over Morals: Britain’s War for Drugs,16296,"Respectability, morality and disgust in the night-time economy: exploring reactions to 'lap dance' clubs in England and Wales",article,2015
Economy Over Morals: Britain’s War for Drugs,16296,"Food, nerves, and fertility. Variations on the moral economy of the body, 1700–1920",article,2019
Economy Over Morals: Britain’s War for Drugs,16296,Beyond the binge in booze Britain: market-led liminalization and the spectacle of binge drinking,article,2007
Economy Over Morals: Britain’s War for Drugs,16296,HUMAN RIGHTS AS MORAL PROGRESS? A Critique,article,2013
Economy Over Morals: Britain’s War for Drugs,16296,Violent Night: Urban Leisure and Contemporary Culture,book,2006
Economy Over Morals: Britain’s War for Drugs,16296,High Points: An Historical Geography of Cannabis,article,2014
Economy Over Morals: Britain’s War for Drugs,16296,Toward a moral economy of money? Money as a creature of democracy,article,2020
Economy Over Morals: Britain’s War for Drugs,16296,Redeeming the ‘ordinary working class’,article,2020
Economy Over Morals: Britain’s War for Drugs,16296,The overlooked costs of the permanent war economy: A market process approach,article,2012
Economy Over Morals: Britain’s War for Drugs,16296,"Upheaval in the moral economy of science? Patenting, teamwork and the World War II experience of penicillin",article,2008
Economy Over Morals: Britain’s War for Drugs,16296,"Mephedrone, assassin of youth: The rhetoric of fear in contemporary drug scares",article,2014
Economy Over Morals: Britain’s War for Drugs,16296,"War Hypotheses: Drug Trafficking, Sovereignty and the Armed Forces in Mexico",article,2015
Economy Over Morals: Britain’s War for Drugs,16296,Suspiciously Convenient Belief,article,2020
Economy Over Morals: Britain’s War for Drugs,16296,"Moral Panics and Urban Growth Machines: Official Reactions to Graffiti in New York City, 1990–2005",article,2010
Economy Over Morals: Britain’s War for Drugs,16296,Going Dutch,article,2016
Economy Over Morals: Britain’s War for Drugs,16296,For a political economy of moral panics,article,2011
Economy Over Morals: Britain’s War for Drugs,16296,Moral hazards and Moral Economies: The Combustible Politics of Healthcare User Fees in Malawian History,article,2014
Economy Over Morals: Britain’s War for Drugs,16296,WIDENING THE FOCUS: Moral Panics as Moral Regulation,article,2009
Economy Over Morals: Britain’s War for Drugs,16296,Narcophobia: drugs prohibition and the generation of human rights abuses,article,2009
Economy Over Morals: Britain’s War for Drugs,16296,"Twenty-first-century drug warriors: the press, privateers and the for-profit waging of the war on drugs",article,2011
Economy Over Morals: Britain’s War for Drugs,16296,A brief history of British drug policy: 1850-1950,article,2020
Economy Over Morals: Britain’s War for Drugs,16296,"The reputational ghetto: territorial stigmatisation in St Paul's, Bristol",article,2012
Economy Over Morals: Britain’s War for Drugs,16296,Mapping HIV-related figures of risk in Europe’s blood donation regime,article,2021
Economy Over Morals: Britain’s War for Drugs,16296,"An Uncertain Dominion: Irish Psychiatry, Methadone, and the Treatment of Opiate Abuse",article,2008
Economy Over Morals: Britain’s War for Drugs,16296,"The material, moral, and affective worlds of dealing and crime among young men entrenched in an inner city drug scene",article,2017
Economy Over Morals: Britain’s War for Drugs,16296,A Hybrid Model of Moral Panics: Synthesizing the Theory and Practice of Moral Panic Research,article,2010
Economy Over Morals: Britain’s War for Drugs,16296,ALCOHOL AND POLITICS IN TWENTIETH-CENTURY BRITAIN,article,2019
Economy Over Morals: Britain’s War for Drugs,16296,"Acid House and Thatcherism: noise, the mob, and the English countryside",article,2002
Economy Over Morals: Britain’s War for Drugs,16296,It's legal but it ain't right: harmful social consequences of legal industries,book,2010
Economy Over Morals: Britain’s War for Drugs,16296,A Springtime Journey to the Soviet Union: Postwar Planning and Policy Mobilities through the Iron Curtain,article,2014
Economy Over Morals: Britain’s War for Drugs,16296,Between morality and rationality: framing end-of-life care policy through narratives,article,2018
Economy Over Morals: Britain’s War for Drugs,16296,"Maurice Seevers, the stimulants and the political economy of addiction in American biomedicine",article,2010
Economy Over Morals: Britain’s War for Drugs,16296,Expanding the scope and content of morality policy research: lessons from Moral Foundations Theory,article,2018
Economy Over Morals: Britain’s War for Drugs,16296,Decolonising drugs in Asia: the case of cocaine in colonial India,article,2018
Economy Over Morals: Britain’s War for Drugs,16296,Economic 'revelations' and the metaphors of the meltdown: an educational deconstruction,article,2014
Economy Over Morals: Britain’s War for Drugs,16296,"The Geographies of Intoxicants: From Production and Consumption to Regulation, Treatment and Prevention",article,2009
Economy Over Morals: Britain’s War for Drugs,16296,The making of 'Boomergeddon': the construction of the Baby Boomer generation as a social problem in Britain,article,2016
Economy Over Morals: Britain’s War for Drugs,16296,"Pharmaceutical Networks: The Political Economy of Drug Development in the United States, 1945–1980",article,2009
Economy Over Morals: Britain’s War for Drugs,16296,"“Vulgar Nincompoops” and “Sawdust Caesars”: Generations, Adolescence, and the Historicity of Youth Culture in Post-war Debates",book_chapter,2021
Economy Over Morals: Britain’s War for Drugs,16296,The History of Technological Anxiety and the Future of Economic Growth: Is This Time Different?,article,2015
Economy Over Morals: Britain’s War for Drugs,16296,"The political economy and geopolitical context of India's economic crisis, 1990-91",article,2014
Economy Over Morals: Britain’s War for Drugs,16296,An ethics of dwelling and a politics of world-building: a critical response to ordinary ethics,article,2014
Economy Over Morals: Britain’s War for Drugs,16296,Moral panics and the transgressive other,article,2011
Economy Over Morals: Britain’s War for Drugs,16296,Case studies of corporate--related financial institutions promoting selfish interests through money laundering and associated unethical-based business practices,article,2014
The Cost of Revolution: How the Cultural Revolution Divided China,39182,Picking Up the Losses: The Impact of the Cultural Revolution on Human Capital Reinvestment in Urban China,article,2019
The Cost of Revolution: How the Cultural Revolution Divided China,39182,"China-Taiwan-Portugal Relations and Macau in Cultural Revolution: a Year of Advance, Withdrawal and Isolation",article,2020
The Cost of Revolution: How the Cultural Revolution Divided China,39182,"Entrepreneurship, culture, and the epigenetic revolution: a research note",article,2019
The Cost of Revolution: How the Cultural Revolution Divided China,39182,"Development of the Chinese Construction Industry after the Cultural Revolution: Administration Framework, Economic Growth, and Market Structure",article,2013
The Cost of Revolution: How the Cultural Revolution Divided China,39182,No cultural revolution? Continuity and change in consumption patterns in contemporary China,article,2017
The Cost of Revolution: How the Cultural Revolution Divided China,39182,“Mao’s last revolution”: a dictator’s loyalty–competence tradeoff,article,2019
The Cost of Revolution: How the Cultural Revolution Divided China,39182,The Silent Revolution: Decollectivization from Below during the Cultural Revolution,article,2016
The Cost of Revolution: How the Cultural Revolution Divided China,39182,"Propaganda on shellac, vinyl and plastic: The politics of record production during the Cultural Revolution in China (1966-76)",article,2017
The Cost of Revolution: How the Cultural Revolution Divided China,39182,The Cultural Revolution and Its Legacies in International Perspective,article,2016
The Cost of Revolution: How the Cultural Revolution Divided China,39182,Lost in Transformation? The Employment Trajectories of China's Cultural Revolution Cohort,article,2013
The Cost of Revolution: How the Cultural Revolution Divided China,39182,China's pre-reform urban transformation: the case of Hangzhou during the Cultural Revolution (1966-1976),article,2014
The Cost of Revolution: How the Cultural Revolution Divided China,39182,"Zooarchaeological perspective on the Broad Spectrum Revolution in the Pleistocene-Holocene transitional period,with evidence from Shuidonggou Locality 12,China",article,2013
The Cost of Revolution: How the Cultural Revolution Divided China,39182,A Late Maoist Industrial Revolution? Economic Growth in Jiangsu Province (1966-1978),article,2019
The Cost of Revolution: How the Cultural Revolution Divided China,39182,THE NEO-LIBERAL REVOLUTION,article,2011
The Cost of Revolution: How the Cultural Revolution Divided China,39182,Beyond the 'Hidden Agricultural Revolution' and 'China's Overseas Land Investment': Main Trends in China's Agriculture and Food Sector,article,2019
The Cost of Revolution: How the Cultural Revolution Divided China,39182,"From the First Five-Year Plan to the Cultural Revolution: the pre-reform urban transformation of Hangzhou, China",article,2015
The Cost of Revolution: How the Cultural Revolution Divided China,39182,The Structure of Charismatic Mobilization: A Case Study of Rebellion during the Chinese Cultural Revolution,article,2007
The Cost of Revolution: How the Cultural Revolution Divided China,39182,Chinese Fiction of the Cultural Revolution,book,1998
The Cost of Revolution: How the Cultural Revolution Divided China,39182,"Different Asias, same problems: negotiating the state-user interface in surface irrigation in China and India",article,2016
The Cost of Revolution: How the Cultural Revolution Divided China,39182,"Rebellion and Repression in China, 1966–1971",article,2014
The Cost of Revolution: How the Cultural Revolution Divided China,39182,Organizing the Environmental Governance of the Rare-Earth Industry: China’s passive revolution,article,2019
The Cost of Revolution: How the Cultural Revolution Divided China,39182,The fluctuations of China’s economic growth since the reform and opening up and the rational countermeasures,article,2019
The Cost of Revolution: How the Cultural Revolution Divided China,39182,"The Quiet Revolution That Transformed Women's Employment, Education, and Family",article,2006
The Cost of Revolution: How the Cultural Revolution Divided China,39182,Coping with Crisis in the Wake of the Cultural Revolution: Rehistoricising Chinese Postsocialism,article,2014
The Cost of Revolution: How the Cultural Revolution Divided China,39182,"The ""Great Proletarian Cultural Revolution"": China's modern trauma",article,2009
The Cost of Revolution: How the Cultural Revolution Divided China,39182,"Realistic Revolution: Contesting Chinese History, Culture, and Politics after 1989 By Els van Dongen. Cambridge: Cambridge University Press, 2019. xii + 217 and reference matter. - Carl Schmitt and Leo Strauss in the Chinese-Speaking World Edited by Kai Marchal and Carl K. Y. Shaw. Lanham, MD: Lexington Books, 2017. vii + 241 and reference matter. - Minjian: The Rise of China's Grassroots Intellectuals By Sebastian Veg. New York: Columbia University Press, 2019. ix + 254 and reference matter",article,2020
The Cost of Revolution: How the Cultural Revolution Divided China,39182,Sick Returnees among China’s Sent-Down Youth and Contemporary Chinese Practices of Identity Performance,article,2021
The Cost of Revolution: How the Cultural Revolution Divided China,39182,Age and the Cost of Being Uyghurs in ??r??mchi,article,2012
The Cost of Revolution: How the Cultural Revolution Divided China,39182,Sex ratios and the red dragon: using the Chinese Communist Revolution to explore the effect of the sex ratio on women and children in Taiwan,article,2011
The Cost of Revolution: How the Cultural Revolution Divided China,39182,"From Trash to Treasure: Salvage Archaeology in the People's Republic of China, 1951-1976",article,2016
The Cost of Revolution: How the Cultural Revolution Divided China,39182,Controlling Corruption in the Party: China's Central Discipline Inspection Commission,article,2014
The Cost of Revolution: How the Cultural Revolution Divided China,39182,Asexuality in China’s sexual revolution: Asexual marriage as coping strategy,article,2015
The Cost of Revolution: How the Cultural Revolution Divided China,39182,China and the Special Procedures of the UN Human Rights Council: Is China Cooperative and Can They Work Better With Each Other?,article,2020
The Cost of Revolution: How the Cultural Revolution Divided China,39182,Revisiting Collectivism and Rural Governance in China The Singularity of the Zhoujiazhuang People's Commune,article,2020
The Cost of Revolution: How the Cultural Revolution Divided China,39182,Deifying Communist Soldiers: The Coastal Defence Culture and the Continuation of Apotheosis in Contemporary China,article,2010
