Query,Results,Title,Type,CreateDate
Contemporary Issues in Okinawa looking back the History,872,Occupied Okinawa on the Edge: On Being Okinawan in Hawai'i and U.S. Colonialism toward Okinawa,article,2012
Contemporary Issues in Okinawa looking back the History,872,"Planted Forest and Diverse Cultures in Ecological Village Planning: A Case Study in Tarama Island, Okinawa Prefecture, Japan",article,2013
Contemporary Issues in Okinawa looking back the History,872,"Reminiscences of a journey to Okinawa: landscape film as essay, and Takamine G??'s Okinawan Dream Show (1974)",article,2021
Contemporary Issues in Okinawa looking back the History,872,Visualizing (im)mobility in post-reversion Okinawa: a comparative study of NDU's Asia Is One (1973) and Chinen Seishin's The Human Pavilion (1976),article,2021
Contemporary Issues in Okinawa looking back the History,872,Resurgents Create a Moral Landscape: Indigenous Resurgence and Everyday Practices of Farming in Okinawa,article,2020
Contemporary Issues in Okinawa looking back the History,872,"From Hawai??i to Okinawa: Confronting Militarization, Healing Trauma, Strengthening Solidarity",article,2021
Contemporary Issues in Okinawa looking back the History,872,Cocco's musical intervention in the US base problems: traversing a realm of everyday cultural sensibilities in Okinawa,article,2011
Contemporary Issues in Okinawa looking back the History,872,Re-emerging voices and re-imagined landscapes: an interview with Chikako Yamashiro,article,2021
Contemporary Issues in Okinawa looking back the History,872,Uchinaa Pop: Place and Identity in Contemporary Okinawan Popular Music,article,2001
Contemporary Issues in Okinawa looking back the History,872,Identity politics in Okinawan elections: the emergence of regional populism,article,2021
Contemporary Issues in Okinawa looking back the History,872,''A Score of Bloody Okinawas and Iwo Jimas'': President Truman and Casualty Estimates for the Invasion of Japan,article,2003
Contemporary Issues in Okinawa looking back the History,872,"The Compound State and the ""Double Project of Modernity"": A Review of the Twentieth Century East Asian History",article,2013
Contemporary Issues in Okinawa looking back the History,872,Okinawa as an Intersection of Colonialisms: Toward Creating a Place Open to and Interconnecting with Asia,article,2013
Contemporary Issues in Okinawa looking back the History,872,"The Sacrifice Of A Schoolgirl: The 1995 Rape Case, Discourses of Power, and Women's Lives in Okinawa",article,2001
Contemporary Issues in Okinawa looking back the History,872,Forming an ‘Activism Bubble’ in Tourism: Peace Guiding at Okinawa’s Battle Ruins,article,2012
Contemporary Issues in Okinawa looking back the History,872,Managing the US Base Issue in Okinawa: A Test for Japanese Democracy,article,2000
Contemporary Issues in Okinawa looking back the History,872,The ties that bind: Representations of Okinawa and the US military in American popular culture,article,2011
Contemporary Issues in Okinawa looking back the History,872,"Apparatuses of occupation: translocal social movements, states and the archipelagic spatialities of power",article,2017
Contemporary Issues in Okinawa looking back the History,872,Landscape and the crisis of representation in Nakae Y??ji's Panari nite (1986),article,2021
Contemporary Issues in Okinawa looking back the History,872,The Hiroshima Panels Visualize Violence: Imagination over Life,article,2019
Contemporary Issues in Okinawa looking back the History,872,The media representation of 'Okinawa' and US/Japan hegemony1,article,2003
Contemporary Issues in Okinawa looking back the History,872,A Living Legacy: The Development of Modern Okinawan Poetry,article,2011
Contemporary Issues in Okinawa looking back the History,872,Japan's militarization and Okinawa's bases: making peace,article,2000
Contemporary Issues in Okinawa looking back the History,872,"Virtual discourses of history: Collage, narrative or documents in Chris Marker's level 5",article,2000
Contemporary Issues in Okinawa looking back the History,872,What Asian American studies can learn from Asia?: towards a project of comparative minority studies,article,2012
Contemporary Issues in Okinawa looking back the History,872,Between modernity and primitivity: Okinawan identity in relation to Japan and the South Pacific,article,2006
Contemporary Issues in Okinawa looking back the History,872,Takamine Go: a possible Okinawan cinema 1,article,2006
Contemporary Issues in Okinawa looking back the History,872,"Singing Diaspora: Okinawan Songs of Home, Departure, and Return",article,2010
Contemporary Issues in Okinawa looking back the History,872,An Exchange on Current Affairs,article,2002
Contemporary Issues in Okinawa looking back the History,872,Yaeyama: From Periphery of the Ry??ky??s to Frontier of Japan,article,2008
Contemporary Issues in Okinawa looking back the History,872,"The mechanisms of ethnic retention: Later-Generation Japanese immigrants in Lima, Peru",article,2003
Contemporary Issues in Okinawa looking back the History,872,ORIGINS OF A “RAGGED EDGE”: U.S. Ambiguity on the Senkakus’ Sovereignty,article,2019
Contemporary Issues in Okinawa looking back the History,872,Sovereignty at Guant??namo: New Evidence and a Comparative Historical Interpretation,article,2013
Contemporary Issues in Okinawa looking back the History,872,Okinawa: Irredenta on the Pacific,article,1962
Contemporary Issues in Okinawa looking back the History,872,Okinawa Before and Since Reversion,article,1980
Contemporary Issues in Okinawa looking back the History,872,Geographical Boundaries of the Ryukyu Islands??? An Analysis,article,2013
Contemporary Issues in Okinawa looking back the History,872,An Exchange on Current Affairs: Oe Kenzaburo & Noam Chomsky,article,2002
Contemporary Issues in Okinawa looking back the History,872,"""We Are Okinawans But of a Different Kind"": New/Old Social Movements and the U.S. Military in Okinawa1/Comments/Reply",article,2004
Contemporary Issues in Okinawa looking back the History,872,A NEW TEXTBOOK SOLUTION TO EAST ASIA'S HISTORY WAR?: ASSESSING CIVIL SOCIETY RECONCILIATION EFFORTS AND THE NEW EAST ASIAN MODERN AND CONTEMPORARY HISTORY,article,2014
Contemporary Issues in Okinawa looking back the History,872,A Commentary on Blue Zones(R): A Critical Review of Age-Friendly Environments in the 21st Century and Beyond,article,2021
Contemporary Issues in Okinawa looking back the History,872,"The HIV/AIDS pandemic: human rights, societal, and developmental issues",article,2000
Contemporary Issues in Okinawa looking back the History,872,Guam,article,2007
Contemporary Issues in Okinawa looking back the History,872,Okinawan Consciousness and Identity Salience and Development among Okinawan University Students Studying in Hawai'i,article,2018
Contemporary Issues in Okinawa looking back the History,872,Exploited and Mobilized: Poverty and Work in Contemporary Manga,article,2011
Contemporary Issues in Okinawa looking back the History,872,Northeast Asia's New ‘History Spiral’,article,2016
Contemporary Issues in Okinawa looking back the History,872,Future images of contemporary Oki Islands youth,article,2019
The Global Effect of Black Tuesday,9930,"Weekly cycles of global fires-Associations with religion, wealth and culture, and insights into anthropogenic influences on global climate",article,2015
The Global Effect of Black Tuesday,9930,"Oil Price Volatility, the Global Financial Crisis, and the Day-of-the-Week Effect",article,2011
The Global Effect of Black Tuesday,9930,Distribution and health risks of aerosol black carbon in a representative city of the Qinghai-Tibet Plateau,article,2018
The Global Effect of Black Tuesday,9930,Assessment of the Integrated Personal Exposure to Particulate Emissions in Urban Micro-environments: A Pilot Study,article,2020
The Global Effect of Black Tuesday,9930,Drivers of Global Clear Sky Surface Downwelling Longwave Irradiance Trends From 1984 to 2017,article,2021
The Global Effect of Black Tuesday,9930,"Effects of Web-Based Instruction on Math Anxiety, the Sense of Mastery, and Global Self-Esteem: A Quasi-Experimental Study of Undergraduate Statistics Students",article,2006
The Global Effect of Black Tuesday,9930,News media and the racialization of protest: an analysis of Black Lives Matter articles,article,2017
The Global Effect of Black Tuesday,9930,The greenhouse effect: Multispecies childhood and non-innocent relations of care,article,2019
The Global Effect of Black Tuesday,9930,DNA hypomethylation in association with internal and external markers of traffic exposure in a panel of healthy adults,article,2018
The Global Effect of Black Tuesday,9930,"Synthesis of a 33‐yr series of whole‐lake experiments: Effects of nutrients, grazers, and precipitation‐driven water color on chlorophyll",article,2018
The Global Effect of Black Tuesday,9930,Primates Living Outside Protected Habitats Are More Stressed: The Case of Black Howler Monkeys in the Yucatan Peninsula,article,2014
The Global Effect of Black Tuesday,9930,Environmental Suitability of Vibrio Infections in a Warming Climate: An Early Warning System,article,2017
The Global Effect of Black Tuesday,9930,The Black Sea Physics Analysis and Forecasting System within the Framework of the Copernicus Marine Service,article,2022
The Global Effect of Black Tuesday,9930,Predicting Vulnerabilities of North American Shorebirds to Climate Change,article,2014
The Global Effect of Black Tuesday,9930,El ??efecto d??a de la semana?? no tiene impacto en la aparici??n de complicaciones o mortalidad tras la resecci??n pulmonar: estudio de cohortes hist??rico,article,2021
The Global Effect of Black Tuesday,9930,On the Redox-Activity and Health-Effects of Atmospheric Primary and Secondary Aerosol: Phenomenology,article,2022
The Global Effect of Black Tuesday,9930,Global patterns in predator—prey size relationships reveal size dependency of trophic transfer efficiency,article,2010
The Global Effect of Black Tuesday,9930,Wet atmospheric deposition of organic carbon: An underreported source of carbon to watersheds in the northeastern United States,article,2017
The Global Effect of Black Tuesday,9930,The Three Seas Initiative and its Economic and Geopolitical Effect on the European Union and Central and Eastern Europe,article,2019
The Global Effect of Black Tuesday,9930,7 ag stories you might have missed,article,2022
The Global Effect of Black Tuesday,9930,"A New Picture of Fire Extent, Variability, and Drought Interaction in Prescribed Fire Landscapes: Insights From Florida Government Records",article,2018
The Global Effect of Black Tuesday,9930,Photoacoustic insight for aerosol light absorption aloft from meteorological aircraft and comparison with particle soot absorption photometer measurements: DOE Southern Great Plains climate research facility and the coastal stratocumulus imposed perturbation experiments,article,2006
The Global Effect of Black Tuesday,9930,Learning in lockdown: Using the COVID‐19 crisis to teach children about food and climate change,article,2021
The Global Effect of Black Tuesday,9930,"Benjamin Mays, Global Ecumenism, and Local Religious Segregation",article,2007
The Global Effect of Black Tuesday,9930,Trans-hemispheric effects of large volcanic eruptions as recorded by an early 19th century diary,article,2010
The Global Effect of Black Tuesday,9930,An Occupational Heat-Health Warning System for Europe: The HEAT-SHIELD Platform,article,2019
The Global Effect of Black Tuesday,9930,Rough riders in the cradle of civilization: Buffalo Bill's Wild West show in Italy and the challenge of American cultural scarcity at the fin-de-si??cle,article,2017
The Global Effect of Black Tuesday,9930,Innovation and consumers as casualties of war in global technology patent battles,article,2013
The Global Effect of Black Tuesday,9930,"Capitalists, workers and health: Illness as a 'side-effect' of profit-making",article,2009
The Global Effect of Black Tuesday,9930,Behavioral Finance and its Implication in the use of the Black-Litterman Model,article,2012
The Global Effect of Black Tuesday,9930,The day-of-the-week effect: South African stock market indices,article,2018
The Global Effect of Black Tuesday,9930,Climate adaptation of interconnected infrastructures: a framework for supporting governance,article,2013
The Global Effect of Black Tuesday,9930,Weekend bias in Citizen Science data reporting: implications for phenology studies,article,2012
The Global Effect of Black Tuesday,9930,"'A Fresh Crop of Human Misery': Representations of Bosnian 'War Babies' in the Global Print Media, 1991—2006",article,2009
The Global Effect of Black Tuesday,9930,Four-dimensional variational inversion of black carbon emissions during ARCTAS-CARB with WRFDA-Chem,article,2017
The Global Effect of Black Tuesday,9930,It Takes a Village: The Role of Emic and Etic Adaptive Strengths in the Persistence of Black Men in Engineering Graduate Programs,article,2019
The Global Effect of Black Tuesday,9930,Temporal trends of black carbon concentrations and regional climate forcing in the southeastern United States,article,2001
The Global Effect of Black Tuesday,9930,7 ag stories you might have missed,article,2022
The Global Effect of Black Tuesday,9930,7 ag stories you might have missed,article,2022
The Global Effect of Black Tuesday,9930,"Black Monday in New York, Blue Tuesday in Tokyo: The October 1987 Crash in Japan",article,1991
The Global Effect of Black Tuesday,9930,Synthetic carbohydrate compounds and their integration with renewable electricity supplies,article,2018
The Global Effect of Black Tuesday,9930,Global economic crisis 2007?2010: Is it really so recent? Implications for the future from the lessons of economic history,article,2011
The Global Effect of Black Tuesday,9930,"Grown folks radio: U.S. election politics and a ""hidden"" black counterpublic",article,2012
The Global Effect of Black Tuesday,9930,From Endocrine Disruptors To Nanomaterials: Advancing Our Understanding Of Environmental Health To Protect Public Health,article,2011
The Global Effect of Black Tuesday,9930,The ??weekday effect?? does not have an impact on the development of complications or mortality after pulmonary resection: Retrospective cohort study,article,2021
The Global Effect of Black Tuesday,9930,Of Silk Roads and Global Transformations: China's Rise and its Impact on the Developing World,article,2019
The Global Effect of Black Tuesday,9930,The Color of Choice: The Influence of Presenting Product Information in Color on the Compromise Effect,article,2018
The Global Effect of Black Tuesday,9930,"Characterization of Fine Particulate Matter in Sharjah, United Arab Emirates Using Complementary Experimental Techniques",article,2018
The Global Effect of Black Tuesday,9930,Anthromes displaying evidence of weekly cycles in active fire data cover 70% of the global land surface,article,2019
The Global Effect of Black Tuesday,9930,"Blacks weather, Whites climate",article,2021
Economy Over Morals: Britain’s War for Drugs,9357,"The Guardians of the Welfare State: Universal Credit, Welfare Control and the Moral Economy of Frontline Work in Austerity Britain",article,2021
Economy Over Morals: Britain’s War for Drugs,9357,Moral Panics and Punctuated Equilibrium in Public Policy: An Analysis of the Criminal Justice Policy Agenda in Britain,article,2020
Economy Over Morals: Britain’s War for Drugs,9357,A breeding ground for terrorists? Africa & Britain's 'war on terrorism',article,2004
Economy Over Morals: Britain’s War for Drugs,9357,HUMAN RIGHTS AS MORAL PROGRESS? A Critique,article,2013
Economy Over Morals: Britain’s War for Drugs,9357,"Policing, crime and ‘big data’; towards a critique of the moral economy of stochastic governance",article,2017
Economy Over Morals: Britain’s War for Drugs,9357,Toward a moral economy of money? Money as a creature of democracy,article,2020
Economy Over Morals: Britain’s War for Drugs,9357,Redeeming the ‘ordinary working class’,article,2020
Economy Over Morals: Britain’s War for Drugs,9357,"Mephedrone, assassin of youth: The rhetoric of fear in contemporary drug scares",article,2014
Economy Over Morals: Britain’s War for Drugs,9357,"Upheaval in the moral economy of science? Patenting, teamwork and the World War II experience of penicillin",article,2008
Economy Over Morals: Britain’s War for Drugs,9357,"Food, nerves, and fertility. Variations on the moral economy of the body, 1700–1920",article,2019
Economy Over Morals: Britain’s War for Drugs,9357,For a political economy of moral panics,article,2011
Economy Over Morals: Britain’s War for Drugs,9357,WIDENING THE FOCUS: Moral Panics as Moral Regulation,article,2009
Economy Over Morals: Britain’s War for Drugs,9357,Moral hazards and Moral Economies: The Combustible Politics of Healthcare User Fees in Malawian History,article,2014
Economy Over Morals: Britain’s War for Drugs,9357,Moral framings in the Australian parliamentary debate on drug testing of welfare recipients,article,2022
Economy Over Morals: Britain’s War for Drugs,9357,"Twenty-first-century drug warriors: the press, privateers and the for-profit waging of the war on drugs",article,2011
Economy Over Morals: Britain’s War for Drugs,9357,A brief history of British drug policy: 1850-1950,article,2020
Economy Over Morals: Britain’s War for Drugs,9357,"The material, moral, and affective worlds of dealing and crime among young men entrenched in an inner city drug scene",article,2017
Economy Over Morals: Britain’s War for Drugs,9357,ALCOHOL AND POLITICS IN TWENTIETH-CENTURY BRITAIN,article,2019
Economy Over Morals: Britain’s War for Drugs,9357,Beyond the binge in booze Britain: market-led liminalization and the spectacle of binge drinking,article,2007
Economy Over Morals: Britain’s War for Drugs,9357,High Points: An Historical Geography of Cannabis,article,2014
Economy Over Morals: Britain’s War for Drugs,9357,"The reputational ghetto: territorial stigmatisation in St Paul's, Bristol",article,2012
Economy Over Morals: Britain’s War for Drugs,9357,"Respectability, morality and disgust in the night-time economy: exploring reactions to 'lap dance' clubs in England and Wales",article,2015
Economy Over Morals: Britain’s War for Drugs,9357,"Mapping alcohol: Health, policy and the geographies of problem drinking in Britain",article,2008
Economy Over Morals: Britain’s War for Drugs,9357,The History of Technological Anxiety and the Future of Economic Growth: Is This Time Different?,article,2015
Economy Over Morals: Britain’s War for Drugs,9357,"Pharmaceutical Networks: The Political Economy of Drug Development in the United States, 1945–1980",article,2009
Economy Over Morals: Britain’s War for Drugs,9357,Moral panics and the transgressive other,article,2011
Economy Over Morals: Britain’s War for Drugs,9357,Case studies of corporate--related financial institutions promoting selfish interests through money laundering and associated unethical-based business practices,article,2014
Economy Over Morals: Britain’s War for Drugs,9357,"Breaking the Monopoly System: American Influence on the British Decision to Prohibit Opium Smoking and End its Asian Monopolies, 1939-1945",article,2017
Economy Over Morals: Britain’s War for Drugs,9357,COVID-19 and the Sacrificial International Order,article,2020
Economy Over Morals: Britain’s War for Drugs,9357,FirstFT: Today’s top stories,article,2019
Economy Over Morals: Britain’s War for Drugs,9357,"Reproduction as spiritual kin work: Orthodoxy, IVF, and the moral economy of motherhood in Greece",article,2006
Economy Over Morals: Britain’s War for Drugs,9357,"The Opium Trade and Opium Policies in India, China, Britain, and the United States: Historical Comparisons and Theoretical Interpretations",article,2002
Economy Over Morals: Britain’s War for Drugs,9357,The moral hazards of neo-liberalism: lessons from the private insurance industry,article,2000
Economy Over Morals: Britain’s War for Drugs,9357,Reforming Expectations: Parliamentary Pressure and Moral Reform,article,2018
Economy Over Morals: Britain’s War for Drugs,9357,"From welfare to lawfare: Environmental suffering, neighbour disputes and the law in UK social housing",article,2018
Economy Over Morals: Britain’s War for Drugs,9357,Penicillin and the European response to post-war American hegemony: the case of Leo-penicillin,article,2014
Economy Over Morals: Britain’s War for Drugs,9357,"The Dearborn Meeting, 6–9 November 2014",article,2015
Economy Over Morals: Britain’s War for Drugs,9357,"AND ARE WE YET ALIVE?: METHODISM IN GREAT BRITAIN, 1945-2010",article,2012
Economy Over Morals: Britain’s War for Drugs,9357,Dynamics of Intervention in the War on Drugs: The Buildup to the Harrison Act of 1914,article,2016
Economy Over Morals: Britain’s War for Drugs,9357,"'No less a foe than Satan himself': The Devil, Transition and Moral Panic in White South Africa, 1989-1993",article,2012
Economy Over Morals: Britain’s War for Drugs,9357,“A Rather Spectacular Figure”: The “Society” Drug Addict in 1930s Britain,article,2022
Economy Over Morals: Britain’s War for Drugs,9357,'Not Enough': Killing Time in London's Itchy Park,article,2021
Economy Over Morals: Britain’s War for Drugs,9357,"An Uncertain Dominion: Irish Psychiatry, Methadone, and the Treatment of Opiate Abuse",article,2008
Economy Over Morals: Britain’s War for Drugs,9357,Mapping HIV-related figures of risk in Europe’s blood donation regime,article,2021
Economy Over Morals: Britain’s War for Drugs,9357,Rethinking drugs,article,2020
Economy Over Morals: Britain’s War for Drugs,9357,Unintended Consequences of Intimacy: Political Economies of Peacekeeping and Sex Tourism,article,2010
Economy Over Morals: Britain’s War for Drugs,9357,Moral panics as civilising and decivilising processes? A comparative discussion1,article,2013
Economy Over Morals: Britain’s War for Drugs,9357,"Special Needs, Cheerful Habits: Smoking and the Great War in Britain, 1914-18",article,2016
Economy Over Morals: Britain’s War for Drugs,9357,The Political Economy of Global Vaccine Nationalism: Towards Building Agency for Africa's Drug Manufacturing Capacity,article,2022
Economy Over Morals: Britain’s War for Drugs,9357,Unintended consequences: changes in organised drug supply in the UK,article,2009
The Cost of Revolution: How the Cultural Revolution Divided China,26104,Picking Up the Losses: The Impact of the Cultural Revolution on Human Capital Reinvestment in Urban China,article,2019
The Cost of Revolution: How the Cultural Revolution Divided China,26104,"China-Taiwan-Portugal Relations and Macau in Cultural Revolution: a Year of Advance, Withdrawal and Isolation",article,2020
The Cost of Revolution: How the Cultural Revolution Divided China,26104,"Entrepreneurship, culture, and the epigenetic revolution: a research note",article,2019
The Cost of Revolution: How the Cultural Revolution Divided China,26104,"Development of the Chinese Construction Industry after the Cultural Revolution: Administration Framework, Economic Growth, and Market Structure",article,2013
The Cost of Revolution: How the Cultural Revolution Divided China,26104,No cultural revolution? Continuity and change in consumption patterns in contemporary China,article,2017
The Cost of Revolution: How the Cultural Revolution Divided China,26104,“Mao’s last revolution”: a dictator’s loyalty–competence tradeoff,article,2019
The Cost of Revolution: How the Cultural Revolution Divided China,26104,The Silent Revolution: Decollectivization from Below during the Cultural Revolution,article,2016
The Cost of Revolution: How the Cultural Revolution Divided China,26104,"Propaganda on shellac, vinyl and plastic: The politics of record production during the Cultural Revolution in China (1966-76)",article,2017
The Cost of Revolution: How the Cultural Revolution Divided China,26104,"Zooarchaeological perspective on the Broad Spectrum Revolution in the Pleistocene-Holocene transitional period,with evidence from Shuidonggou Locality 12,China",article,2013
The Cost of Revolution: How the Cultural Revolution Divided China,26104,The Cultural Revolution and Its Legacies in International Perspective,article,2016
The Cost of Revolution: How the Cultural Revolution Divided China,26104,The Economic Cost of the Islamic Revolution and War for Iran: Synthetic Counterfactual Evidence,article,2022
The Cost of Revolution: How the Cultural Revolution Divided China,26104,Lost in Transformation? The Employment Trajectories of China's Cultural Revolution Cohort,article,2013
The Cost of Revolution: How the Cultural Revolution Divided China,26104,China's pre-reform urban transformation: the case of Hangzhou during the Cultural Revolution (1966-1976),article,2014
The Cost of Revolution: How the Cultural Revolution Divided China,26104,Chinese Society amid Mao's Great Proletarian Cultural Revolution: The Roots and Nature of the Tragedy,article,2019
The Cost of Revolution: How the Cultural Revolution Divided China,26104,A Late Maoist Industrial Revolution? Economic Growth in Jiangsu Province (1966-1978),article,2019
The Cost of Revolution: How the Cultural Revolution Divided China,26104,THE NEO-LIBERAL REVOLUTION,article,2011
The Cost of Revolution: How the Cultural Revolution Divided China,26104,Beyond the 'Hidden Agricultural Revolution' and 'China's Overseas Land Investment': Main Trends in China's Agriculture and Food Sector,article,2019
The Cost of Revolution: How the Cultural Revolution Divided China,26104,"From the First Five-Year Plan to the Cultural Revolution: the pre-reform urban transformation of Hangzhou, China",article,2015
The Cost of Revolution: How the Cultural Revolution Divided China,26104,The Structure of Charismatic Mobilization: A Case Study of Rebellion during the Chinese Cultural Revolution,article,2007
The Cost of Revolution: How the Cultural Revolution Divided China,26104,"Rebellion and Repression in China, 1966–1971",article,2014
The Cost of Revolution: How the Cultural Revolution Divided China,26104,Organizing the Environmental Governance of the Rare-Earth Industry: China’s passive revolution,article,2019
The Cost of Revolution: How the Cultural Revolution Divided China,26104,"Different Asias, same problems: negotiating the state-user interface in surface irrigation in China and India",article,2016
The Cost of Revolution: How the Cultural Revolution Divided China,26104,"The Quiet Revolution That Transformed Women's Employment, Education, and Family",article,2006
The Cost of Revolution: How the Cultural Revolution Divided China,26104,The fluctuations of China’s economic growth since the reform and opening up and the rational countermeasures,article,2019
The Cost of Revolution: How the Cultural Revolution Divided China,26104,Coping with Crisis in the Wake of the Cultural Revolution: Rehistoricising Chinese Postsocialism,article,2014
The Cost of Revolution: How the Cultural Revolution Divided China,26104,"The First Uprising of the Cultural Revolution at Nanjing University: Dynamics, Nature and Interpretation",article,2010
The Cost of Revolution: How the Cultural Revolution Divided China,26104,"The ""Great Proletarian Cultural Revolution"": China's modern trauma",article,2009
The Cost of Revolution: How the Cultural Revolution Divided China,26104,Sick Returnees among China’s Sent-Down Youth and Contemporary Chinese Practices of Identity Performance,article,2021
The Cost of Revolution: How the Cultural Revolution Divided China,26104,Age and the Cost of Being Uyghurs in ??r??mchi,article,2012
The Cost of Revolution: How the Cultural Revolution Divided China,26104,Decentralization of Political Design in China,article,2020
The Cost of Revolution: How the Cultural Revolution Divided China,26104,Sex ratios and the red dragon: using the Chinese Communist Revolution to explore the effect of the sex ratio on women and children in Taiwan,article,2011
The Cost of Revolution: How the Cultural Revolution Divided China,26104,"From Trash to Treasure: Salvage Archaeology in the People's Republic of China, 1951-1976",article,2016
The Cost of Revolution: How the Cultural Revolution Divided China,26104,Controlling Corruption in the Party: China's Central Discipline Inspection Commission,article,2014
The Cost of Revolution: How the Cultural Revolution Divided China,26104,Asexuality in China’s sexual revolution: Asexual marriage as coping strategy,article,2015
The Cost of Revolution: How the Cultural Revolution Divided China,26104,China and the Special Procedures of the UN Human Rights Council: Is China Cooperative and Can They Work Better With Each Other?,article,2020
The Cost of Revolution: How the Cultural Revolution Divided China,26104,Revisiting Collectivism and Rural Governance in China The Singularity of the Zhoujiazhuang People's Commune,article,2020
The Cost of Revolution: How the Cultural Revolution Divided China,26104,"Epic narratives of the Green Revolution in Brazil, China, and India",article,2021
The Cost of Revolution: How the Cultural Revolution Divided China,26104,Deifying Communist Soldiers: The Coastal Defence Culture and the Continuation of Apotheosis in Contemporary China,article,2012
The Cost of Revolution: How the Cultural Revolution Divided China,26104,Leading small groups in China's inter-city governmental cooperation,article,2020
The Cost of Revolution: How the Cultural Revolution Divided China,26104,Female warriors: A reproduction of patriarchal narrative of Hua Mulan in The Red Detachment of Women (1972),article,2020
The Cost of Revolution: How the Cultural Revolution Divided China,26104,Coming of Age in Times of Change: The Transition to Adulthood in China,article,2013
The Cost of Revolution: How the Cultural Revolution Divided China,26104,Economic reform of China: Cause and effects,article,2011
The Cost of Revolution: How the Cultural Revolution Divided China,26104,Maoist Discourse and the Mobilization of Emotions in Revolutionary China,article,2010
The Cost of Revolution: How the Cultural Revolution Divided China,26104,The rise and fall of middle farmers: accumulation and differentiation in the tea consumption revolution in China,article,2019
The Cost of Revolution: How the Cultural Revolution Divided China,26104,China: The development of the health system during the Maoist period (1949-76),article,2019
The Cost of Revolution: How the Cultural Revolution Divided China,26104,Technology and Manufacturing in China before the Industrial Revolution and Glimpses of the Future,article,2019
The Cost of Revolution: How the Cultural Revolution Divided China,26104,The visible hand: the role of government in China's long-awaited industrial revolution,article,2019
The Cost of Revolution: How the Cultural Revolution Divided China,26104,From Sweden to Singapore: The Relevance of Foreign Models for China's Rise,article,2018
The Cost of Revolution: How the Cultural Revolution Divided China,26104,Rethinking the Green Revolution in South China: Technological Materialities and Human-Environment Relations,article,2011
The Cost of Revolution: How the Cultural Revolution Divided China,26104,Two cultural revolutions: globalisation and Mao,article,2010
Nuclear Power and Changing Perspectives,92446,Iran's nuclear ambitions from a historical perspective and the attitude of the West,article,2007
